Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Full Text	Type	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Elderly refugees						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 46; Folder No. 133; Folder title: Cuban Refugee Center: Freedom House Refugees				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000180001001			Image					image/tiff	2644.145 KB	2359	3041	0x6D4D1AED	RGB	24-bit color	600 dpi	02180000180001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/40	40	18.jp2	/chc0218/image/18.jp2
Cuban refugees with Albert K. Trout, Jr.					Albert K. Trout, Jr. was the Director of the Office of the International Rescue Committee, at the U.S. Cuban Refugee Center.	Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 42; Folder No. 17; Folder Title: Nine points; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000770001001			Image					image/tiff	12141.25 KB	6021	4862	0x569A4F	RGB	24-bit color	600 dpi	02180000770001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/41	41	74.jp2	/chc0218/image/74.jp2
Cuban boys riding a sled in Columbus, Ohio					Written on front: "SOP; 25 1/2 pixels; SOP"	Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs		1963?	1960-1970	Columbus, Ohio	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 44; Folder No. 91; Folder Title: Jorge Sáez, Antonio Orozco, Vicente Garcia, Diego Garcia, Ohio; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000550001001			Image					image/tiff	6339.087 KB	5007	6083	0xA125C0A2	RGB	24-bit color	600 dpi	02180000550001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/42	42	53.jp2	/chc0218/image/53.jp2
Women with children at Cuban Refugee Center		Coya, Albert				Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 48; Folder No. 154; Folder title: CRC: Medical Dispensary Waiting Room.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000600001001			Image					image/tiff	511.379 KB	1362	1293	0x5764B2EF	RGB	24-bit color	600 dpi	02180000600001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/43	43	58.jp2	/chc0218/image/58.jp2
Surplus food distribution to Cuban refugees						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 42; Folder No. 17; Folder Title: Nine points; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000750001001			Image					image/tiff	14798.688 KB	6041	4883	0x46B305	RGB	24-bit color	600 dpi	02180000750001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/44	44	72.jp2	/chc0218/image/72.jp2
View of the Cuban Refugee Center office						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 49; Folder No. 184; Folder Title: Registration: Reception area; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000250001001			Image					image/tiff	7241.306 KB	6021	4883	0xB42BBAB8	RGB	24-bit color	600 dpi	02180000250001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/45	45	25.jp2	/chc0218/image/25.jp2
Group taking a class						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 50; Folder No. 196; Folder Title: Training for independence 1964; Folder Date: 1964				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000380001001			Image					image/tiff	14524.018 KB	6000	4821	0x6555B02F	RGB	24-bit color	600 dpi	02180000380001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/46	46	37.jp2	/chc0218/image/37.jp2
Cuban mother with her children						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photograps		1968	1960-1970	Miami (Florida)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 43; Folder No. 46; Folder Title: Resettlements 1968; Folder Date: 1968				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000100001001			Image					image/tiff	1621.481 KB	2503	2069	0x53D086A7	RGB	24-bit color	600 dpi	02180000100001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/47	47	10.jp2	/chc0218/image/10.jp2
Woman carrying a baby						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 49; Folder No. 188; Folder Title: Registration: Waiting scenes; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000340001001			Image					image/tiff	6973.738 KB	6021	4862	0xFC29228C	RGB	24-bit color	600 dpi	02180000340001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/48	48	33.jp2	/chc0218/image/33.jp2
Girls sitting on a suitcase						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 42; Folder No. 17; Folder Title: Pictures - Nine Points; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000420001001			Image					image/tiff	4890.582 KB	4945	6021	0xB04F26A9	RGB	24-bit color	600 dpi	02180000420001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/49	49	41.jp2	/chc0218/image/41.jp2
Women with children at the Cuban Refugee Center						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 49; Folder No. 192; Folder Title: Interviews: Family interviewing scenes; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000330001001			Image					image/tiff	9736.326 KB	6021	4862	0xA530200F	RGB	24-bit color	600 dpi	02180000330001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/50	50	32.jp2	/chc0218/image/32.jp2
Refugees awaiting resettlement interviews at the Cuban Refugee Center					Office of the U.S. Catholic Conference.  Photo from the files of the U.S. Cuban Refugee Center, Miami.	Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 42; Folder No. 17; Folder Title: Nine Points; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000410001001			Image					image/tiff	12546.783 KB	5979	4883	0x5E1D4B35	RGB	24-bit color	600 dpi	02180000410001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/51	51	40.jp2	/chc0218/image/40.jp2
United HIAS Service representative interviewing Cuban refugee					Sign on back wall reads: "United HIAS Service in cooperation with Greater Miami Jewish Federation"  Originally founded as the Association for the Protection of Jewish Immigrants, HIAS (Hebrew Immigrant Aid Society) and Council is a non-profit agency qualified to provide immigration services.	Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs		1968	1960-1970	Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 44; Folder No. 79; Folder Title: Volags: United H.I.A.S. Service, interviews; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000360001001			Image					image/tiff	7095.055 KB	6062	4903	0xF22E11A2	RGB	24-bit color	600 dpi	02180000360001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/52	52	35.jp2	/chc0218/image/35.jp2
People waiting at the Cuban Refugee Center					Written on verso: "Delia Provenza, hija"; "Enrique 8 - Delia - 18"	Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000160001001			Image					image/tiff	1240.806 KB	3041	2359	0x23312289	RGB	24-bit color	600 dpi	02180000160001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/53	53	16.jp2	/chc0218/image/16.jp2
Mejías family at registration desk of Freedom House						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218	Series VI: Photographs	Box No. 44; Folder No. 75; Folder Title: C. R. Resettlement Program: Volags: IRC, Mejías family; Folder Date: 1961-1970's				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000610001001			Image					image/tiff	7765.812 KB	6083	4862	0x3C35087D	RGB	24-bit color	600 dpi	02180000610001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/54	54	59.jp2	/chc0218/image/59.jp2
Cuban mother with her children						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs		1968	1960-1970	Miami (Florida)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 43; Folder No. 46; Folder Title: Resettlements 1968; Folder Date: 1968				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000050001001			Image					image/tiff	2063.224 KB	2441	1966	0x6AE4B793	RGB	24-bit color	600 dpi	02180000050001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/55	55	5.jp2	/chc0218/image/5.jp2
People outside the U.S. Health, Education and Welfare building					Sign on back wall reads: "United States Department of Health, Education & Welfare, Cuban Refugee Assistance Program, Administered by Florida State Department of Public Welfare. Public assistance. Child welfare services. Apply here" 	Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 49; Folder No. 181; Folder Title: Registration: waiting line; Folder Date: n.d.				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000320001001			Image					image/tiff	6268.175 KB	6021	4862	0xB1F29503	RGB	24-bit color	600 dpi	02180000320001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/56	56	31.jp2	/chc0218/image/31.jp2
Vena family						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs		1965?	1960-1970	Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 43; Folder No. 34; Folder Title: Resettlements 1962; Folder Date: 1962				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000540001001			Image					image/tiff	8941.546 KB	6124	4945	0x95EFC00	RGB	24-bit color	600 dpi	02180000540001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/57	57	52.jp2	/chc0218/image/52.jp2
Cuban mother with her children						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs		1968	1960-1970	Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 43; Folder No. 46; Folder Title: Resettlements 1968; Folder Date: 1968				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000060001001			Image					image/tiff	1827.925 KB	2441	1966	0x978C399D	RGB	24-bit color	600 dpi	02180000060001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/58	58	6.jp2	/chc0218/image/6.jp2
Mejías family at International Rescue Committee counter at Freedom House						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 44; Folder No. 75; Folder Title: C. R. Resettlement Program: Volags: IRC, Mejías family; Folder Date: 1961-1970's				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000620001001			Image					image/tiff	6255.568 KB	6083	4862	0x8C0E8E8A	RGB	24-bit color	600 dpi	02180000620001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/59	59	60.jp2	/chc0218/image/60.jp2
Cuban couple with children						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs		1968	1960-1970	Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 43; Folder No. 46; Folder Title: Resettlements 1968; Folder Date: 1968				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000130001001			Image					image/tiff	2485.214 KB	2441	1966	0x6D0E120E	RGB	24-bit color	600 dpi	02180000130001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/60	60	13.jp2	/chc0218/image/13.jp2
Freedom House at Miami International Airport.					Written on front: "A former military officer's club converted to an overnight eating, relaxing and sleeping facility for Cuban refugees passing through Miami enroute to join relatives in various American cities."; "(Photo from the files of the U.S. Cuban Refugee Center, Miami.)"	Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 46; Folder No. 129; Folder title: Freedom House; Folder date: 1961-1970's				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html   		chc02180000690001001			Image					image/tiff	10282.378 KB	6000	4862	0x861100A2	RGB	24-bit color	600 dpi	02180000690001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/61	61	66.jp2	/chc0218/image/66.jp2
Mejías family stepping out of an airplane						Cubans -- United States; Refugees -- United States; Refugees -- Cuba	Photographs				Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection	Cuban Refugee Center Records	CHC0218		Box No. 44; Folder No. 75; Folder Title: C. R. Resettlement Program: Volags: IRC, Mejías family; Folder Date: 1961-1970's				axr; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc02180000370001001			Image					image/tiff	5266.608 KB	4924	5979	0x5AB521EB	RGB	24-bit color	600 dpi	02180000370001001.tif		2008-11-29	2010-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0218/id/62	62	36.jp2	/chc0218/image/36.jp2
