Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	Full Text	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Bible lands tableaux from the pageant, "Trip around the Orient"					Imprint on front: "No 1078"; Stamped on verso: "The Photo Shop 145 1-2 N.E. Second Street MIAMI, FLA, Phone 6143"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Pageants	Photographs		1922	1920-1930		1 b&w photograph; 24.6 x 19.5 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 4; Folder Title: Photographs: "Trip Around the World" and "Trip Around the Orient", 1922						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000920001001	image/tiff		88275258 Bytes	6072	4845	2336771308	RGB	8	600	asm04000000920001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/62	62	12.jp2	/asm0400/image/12.jp2
Club members for a picnic in Miami Beach						Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Florida -- Tours; Picnics; Miami Beach (Florida) -- Pictorial works; Voyages and travels	Photographs		1915	1910-1920	Miami Beach (Florida)	1 b&w photograph; 10.1 x 6.5 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 8; Folder Title: Photographs: Miami Beach picnic trip, ca 1915						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000001440001001	image/tiff		12434984 Bytes	2504	1653	2549598647	RGB	8	600	asm04000001440001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/64	64	96.jp2	/asm0400/image/96.jp2
Inside view of the clubhouse		Thrasher, A.D.			Stamped on verso: "Photographed by A.D. THRASHER 24 N.W. 36th Street BUENA VISTA FLA P.O. Box 1753"; Written on verso: "75 cts"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Clubhouses	Photographs					1 b&w photograph; 23.3 x 18.6 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 1; Folder Title: Photographs: Miscellaneous						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000410001001	image/tiff		80435740 Bytes	5745	4666	3443981450	RGB	8	600	asm04000000410001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/68	68	7.jp2	/asm0400/image/7.jp2
Ralph Middleton Munroe					Written on front: "Ralph Middleton Munroe"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Munroe, Ralph, 1851-1933	Photographs; Portrait photographs					1 b&w photograph; 20.1 x 27.6 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 2; Folder Title: Photographs : A-W						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000780001001	image/tiff		103290880 Bytes	5055	6810	4291877093	RGB	8	600	asm04000000780001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/69	69	74.jp2	/asm0400/image/74.jp2
Scene from the pageant, "Trip around the world"					Imprint on front: "No 1103"; Written on verso: "20"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Pageants	Photographs		1922	1920-1930	Coconut Grove (Miami, Florida)	1 b&w photograph; 17.8 x 12.9 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 4; Folder Title: Photographs: "Trip Around the World" and "Trip Around the Orient", 1922						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000960001001	image/tiff		43866722 Bytes	4471	3269	2449637388	RGB	8	600	asm04000000960001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/71	71	70.jp2	/asm0400/image/70.jp2
Worm's-eye view of trees						Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Florida -- Pictorial works	Photographs					1 b&w photograph; 9.7 x 9.6 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 1; Folder Title: Photographs: Miscellaneous						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000270001001	image/tiff		17074352 Bytes	2396	2373	3884151785	RGB	8	600	asm04000000270001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/73	73	4.jp2	/asm0400/image/4.jp2
Photograph of the pageant, "Trip around the Orient"					Imprint on front: "[No] 1079"; Written on verso: "TRIP AROUND THE ORIENT, 1922"; "[COCONUT GROVE WOMAN"S CLUB]"; Stamped on verso: "The Photo Shop 145 1-2 N.E. Second Street MIAMI, FLA Phone 6143"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Pageants	Photographs		1922	1920-1930		1 b&w photograph; 24.6 x 19.4 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 4; Folder Title: Photographs : "Trip Around the World" and "Trip Around the Orient", 1922						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000890001001	image/tiff		90061912 Bytes	6148	4882	260410466	RGB	8	600	asm04000000890001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/74	74	14.jp2	/asm0400/image/14.jp2
Mrs. Andress and club members					Written on verso: "Mrs. Andress (if not more than $ 2.00)"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Andress, F.W., Mrs.	Photographs					1 b&w photograph; 20.5 x 25.4 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 2; Folder Title: Photographs : A-W						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000550001001	image/tiff		94534460 Bytes	5075	6208	737048385	RGB	8	600	asm04000000550001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/77	77	19.jp2	/asm0400/image/19.jp2
Scene from the pageant, "Trip around the world"					Imprint on front: "No 1095"; Written on verso: "Scene from a page[a]nt directed by Mrs. E.M. Lawrence in 1923 on a Coconut Grove estate (not certain which one). Page[a]nt one of a series held to benefit the new Housekeepers Club Bldg."; "15"; [Original date 1922?]	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Pageants	Photographs		1922	1920-1930	Coconut Grove (Miami, Florida)	1 b&w photograph; 24.6 x 19.3 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 4; Folder Title: Photographs: "Trip Around the World" and "Trip Around the Orient", 1922						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000001010001001	image/tiff		85704928 Bytes	5976	4779	2346583606	RGB	8	600	asm04000001010001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/78	78	26.jp2	/asm0400/image/26.jp2
Coconut Grove entry at Palm Fete Parade					Stamped on verso: "DEVINE & HAYES Commercial Photographers 300 Second St., MIAMI, FLA"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Parades	Photographs		1915	1910-1920		1 b&w photograph; 25 x 19.9 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 3; Folder Title: Photographs: "Palm Fete" Parade 1915						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000850001001	image/tiff		88852916 Bytes	6103	4852	1456274147	RGB	8	600	asm04000000850001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/79	79	45.jp2	/asm0400/image/45.jp2
Fish chowder party of Mr. E.M. Lawrence					Written on verso: "H.C.Y.U - Chowder Party, E.M. Lawrence from Lauderdale Mrs. C.H. __"; "Mr. Lawrence, husband of the president of the club who did a large amount of work on the finishing of the new club bldg. built 1921, Known as Sardine King of Maine, had a large sardine cannery in Maine, famous for his fish chowder using Florida fish."	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Parties; Lawrence, E.M.	Photographs					1 b&w photograph; 25.3 x 20.2 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 2; Folder Title: Photographs : A-W						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000720001001	image/tiff		90367524 Bytes	6125	4917	4247111920	RGB	8	600	asm04000000720001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/80	80	88.jp2	/asm0400/image/88.jp2
Woman's Club members gathered for a club event						Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida)	Photographs					1 b&w photograph; 25.4 x 20. 4 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 1; Folder Title: Photographs: Miscellaneous						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000360001001	image/tiff		95684668 Bytes	6254	5099	2553613863	RGB	8	600	asm04000000360001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/82	82	67.jp2	/asm0400/image/67.jp2
Two women standing in front of a building						Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida)	Photographs					1 b&w photograph; 17.3 x 11.7 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 1; Folder Title: Photographs: Miscellaneous						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000440001001	image/tiff		38037840 Bytes	4283	2959	1103491837	RGB	8	600	asm04000000440001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/85	85	71.jp2	/asm0400/image/71.jp2
End of Mary Street and Grand Avenue, Miami Beach					Written on verso: "View of end of Mary Street, Grand Ave ends at the top of the ridge"; Stamped on verso: "A43"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Florida -- Tours; Picnics; Miami Beach (Florida) -- Pictorial works; Voyages and travels	Photographs		1915	1910-1920	Miami Beach (Florida)	1 b&w photograph; 11.5 x 7 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 8; Folder Title: Photographs: Miami Beach picnic trip, ca 1915						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000001420001001	image/tiff		16243004 Bytes	2933	1844	2829097666	RGB	8	600	asm04000001420001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/86	86	21.jp2	/asm0400/image/21.jp2
Mrs. W.B. Roman, president of the Junior Housekeepers Club					Imprint on front: "15 62976-3 2/2"; Written on verso: "Mrs. WM. B. ROMAN Pres[ident]. J. Housekeepers Club, 2" x 3? 110 sereen"; Stamped on verso: "PLEASE HAVE CREDIT LINE READ PHOTO REFLEX STUDIO OF BURDINE'S"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Roman, W.B., Mrs.	Photographs					1 b&w photograph; 12.4 x 17.8 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 2; Folder Title: Photographs : A-W						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000800001001	image/tiff		42978928 Bytes	3221	4446	136597219	RGB	8	600	asm04000000800001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/87	87	78.jp2	/asm0400/image/78.jp2
Blue Pheasant Tearoom					Written on verso: "The Blue Pheasant Tearoom in the clubhouse 1921-22"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Tearooms	Photographs		1921	1920-1930		1 b&w photograph; 11.5 x 7.1 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 2; Folder Title: Photographs : A-W						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000580001001	image/tiff		14649584 Bytes	2795	1745	3409730562	RGB	8	600	asm04000000580001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/88	88	58.jp2	/asm0400/image/58.jp2
Aunt Polly Parker, the oldest Seminole Indian in the State of Florida					Imprint on front: "Aunt Polly Parker, the Oldest Seminole Indian in the State, Florida"	Coconut Grove (Miami, Florida) -- History -- Sources; Women -- Florida -- History -- Sources; Women -- Florida -- Societies and clubs; Woman's Club of Coconut Grove (Miami, Florida); Housekeepers Club (Miami, Florida); Seminole Indians -- Florida; Parker, Polly	Photographic postcards				Florida	1 color photographic postcard; 8.6 x 13.6 cm.	eng		University of Miami Libraries. Special Collections.	Womens Club of Coconut Grove Records	ASM0400	Series: VII. Photographs (arranged alphabetically)	Box No. 44; Folder No. 1; Folder Title: Photographs: Miscellaneous						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2012-04-05				asm04000000380001001	image/tiff		21380288 Bytes	2132	3340	866856534	RGB	8	600	asm04000000380001001.tif		2012-04-06	2012-04-06	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0400/id/89	89	84.jp2	/asm0400/image/84.jp2
