Title	Translated Title	Variation of Title	Uniform Title	IBISWEB Catalog Link	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Call Number	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 96																														chc0364000002		chc03640000020096001							315607424 Bytes	8493	6193	1979614546	RGB	16	600	chc03640000020096001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/95	95	96.jp2	/chc0364/image/96.jp2
Through the war by camera : a weekly artfolio of current events, on land and sea in the Spanish-American War of 1898, No. 14, August 8, 1898																1 viewbook, 20 pages														chc0364000002		chc03640000020097001							314629608 Bytes	8453	6203	609426913	RGB	16	600	chc03640000020097001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/96	96	97.jp2	/chc0364/image/97.jp2
Page 98																														chc0364000002		chc03640000020098001							315067468 Bytes	8454	6211	2676383393	RGB	16	600	chc03640000020098001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/97	97	98.jp2	/chc0364/image/98.jp2
Porto Rico's protections																														chc0364000002		chc03640000020099001							317254940 Bytes	8469	6243	200045622	RGB	16	600	chc03640000020099001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/98	98	99.jp2	/chc0364/image/99.jp2
The first governor of Porto Rico																														chc0364000002		chc03640000020100001							315845000 Bytes	8453	6227	642118348	RGB	16	600	chc03640000020100001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/99	99	100.jp2	/chc0364/image/100.jp2
To bombard San Juan																														chc0364000002		chc03640000020101001							315844560 Bytes	8468	6216	1250380677	RGB	16	600	chc03640000020101001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/100	100	101.jp2	/chc0364/image/101.jp2
The Brooklyn's Navigator																														chc0364000002		chc03640000020102001							313335832 Bytes	6190	8436	3016647912	RGB	16	600	chc03640000020102001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/101	101	102.jp2	/chc0364/image/102.jp2
The regimental luggage																														chc0364000002		chc03640000020103001							317261680 Bytes	8476	6238	903665129	RGB	16	600	chc03640000020103001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/102	102	103.jp2	/chc0364/image/103.jp2
Thirty-third Michigan volunteers																														chc0364000002		chc03640000020104001							316099868 Bytes	8468	6221	2625239125	RGB	16	600	chc03640000020104001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/103	103	104.jp2	/chc0364/image/104.jp2
Putting ambulance wagon together																														chc0364000002		chc03640000020105001							318131532 Bytes	8468	6261	2493588627	RGB	16	600	chc03640000020105001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/104	104	105.jp2	/chc0364/image/105.jp2
Getting ready for supper																														chc0364000002		chc03640000020106001							318225424 Bytes	8499	6240	2833815491	RGB	16	600	chc03640000020106001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/105	105	106.jp2	/chc0364/image/106.jp2
The wonder of Cuba																														chc0364000002		chc03640000020107001							316215104 Bytes	6224	8467	281337124	RGB	16	600	chc03640000020107001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/106	106	107.jp2	/chc0364/image/107.jp2
Street scene, Cienfuegos																														chc0364000002		chc03640000020108001							315756812 Bytes	8467	6215	1183663223	RGB	16	600	chc03640000020108001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/107	107	108.jp2	/chc0364/image/108.jp2
Divers of the United States Navy																														chc0364000002		chc03640000020109001							317065676 Bytes	6240	8468	259816620	RGB	16	600	chc03640000020109001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/108	108	109.jp2	/chc0364/image/109.jp2
The city of Seville																														chc0364000002		chc03640000020110001							317361592 Bytes	8480	6237	3847519754	RGB	16	600	chc03640000020110001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/109	109	110.jp2	/chc0364/image/110.jp2
Toledo Blades																														chc0364000002		chc03640000020111001							316546808 Bytes	8480	6221	200613479	RGB	16	600	chc03640000020111001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/110	110	111.jp2	/chc0364/image/111.jp2
The finest horseman in the service																														chc0364000002		chc03640000020112001							316869648 Bytes	8456	6245	4208666140	RGB	16	600	chc03640000020112001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/111	111	112.jp2	/chc0364/image/112.jp2
Our new territory																														chc0364000002		chc03640000020113001							317027892 Bytes	6240	8467	2704334952	RGB	16	600	chc03640000020113001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/112	112	113.jp2	/chc0364/image/113.jp2
Distinguished Civilian Soldiers																														chc0364000002		chc03640000020114001							318740988 Bytes	8491	6256	4153597003	RGB	16	600	chc03640000020114001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/113	113	114.jp2	/chc0364/image/114.jp2
Page 115																														chc0364000002		chc03640000020115001							314694912 Bytes	8459	6200	471442828	RGB	16	600	chc03640000020115001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/114	114	115.jp2	/chc0364/image/115.jp2
Page 116																														chc0364000002		chc03640000020116001							313887308 Bytes	8459	6184	1003418188	RGB	16	600	chc03640000020116001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/115	115	116.jp2	/chc0364/image/116.jp2
Through the war by camera : a weekly artfolio of current events, on land and sea in the Spanish-American War of 1898, No. 16, August 22, 1898																1 viewbook, 20 pages														chc0364000002		chc03640000020117001							314977100 Bytes	8476	6193	3868818710	RGB	16	600	chc03640000020117001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/116	116	117.jp2	/chc0364/image/117.jp2
Page 118																														chc0364000002		chc03640000020118001							157636160 Bytes	8500	6181	1620929814	RGB	8	600	chc03640000020118001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/117	117	118.jp2	/chc0364/image/118.jp2
Home again																														chc0364000002		chc03640000020119001							157830960 Bytes	8472	6209	847204396	RGB	8	600	chc03640000020119001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/118	118	119.jp2	/chc0364/image/119.jp2
Street riot drill																														chc0364000002		chc03640000020120001							158387128 Bytes	8480	6225	3226509973	RGB	8	600	chc03640000020120001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/119	119	120.jp2	/chc0364/image/120.jp2
A Roman Catholic Mission, Manila																														chc0364000002		chc03640000020121001							159152168 Bytes	8510	6233	4238121928	RGB	8	600	chc03640000020121001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/120	120	121.jp2	/chc0364/image/121.jp2
A sugar factory, Manila																														chc0364000002		chc03640000020122001							159337140 Bytes	8509	6241	2447302792	RGB	8	600	chc03640000020122001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/121	121	122.jp2	/chc0364/image/122.jp2
Sandwich Islands Scenes																														chc0364000002		chc03640000020123001							159349332 Bytes	6265	8477	1493427409	RGB	8	600	chc03640000020123001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/122	122	123.jp2	/chc0364/image/123.jp2
Prominent Personalities																														chc0364000002		chc03640000020124001							160304196 Bytes	8517	6273	3569345703	RGB	8	600	chc03640000020124001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/123	123	124.jp2	/chc0364/image/124.jp2
Some Famous Generals																														chc0364000002		chc03640000020125001							159463628 Bytes	8494	6257	1604158043	RGB	8	600	chc03640000020125001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/124	124	125.jp2	/chc0364/image/125.jp2
Spanish prisioners																														chc0364000002		chc03640000020126001							159875204 Bytes	8505	6265	672182221	RGB	8	600	chc03640000020126001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/125	125	126.jp2	/chc0364/image/126.jp2
A famous dispatch boat																														chc0364000002		chc03640000020127001							157669708 Bytes	8488	6191	390673228	RGB	8	600	chc03640000020127001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/126	126	127.jp2	/chc0364/image/127.jp2
The bravest deed of the War																														chc0364000002		chc03640000020128001							158652544 Bytes	6223	8497	2468458828	RGB	8	600	chc03640000020128001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/127	127	128.jp2	/chc0364/image/128.jp2
Typical war scenes																														chc0364000002		chc03640000020129001							157435840 Bytes	8463	6200	3398654772	RGB	8	600	chc03640000020129001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/128	128	129.jp2	/chc0364/image/129.jp2
The Temple, Havana																														chc0364000002		chc03640000020130001							157819360 Bytes	8496	6191	1471544802	RGB	8	600	chc03640000020130001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/129	129	130.jp2	/chc0364/image/130.jp2
Making camp streets																														chc0364000002		chc03640000020131001							156756108 Bytes	8473	6166	2792448373	RGB	8	600	chc03640000020131001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/130	130	131.jp2	/chc0364/image/131.jp2
Captain Francis A. Cook																														chc0364000002		chc03640000020132001							157609420 Bytes	6193	8482	1742144374	RGB	8	600	chc03640000020132001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/131	131	132.jp2	/chc0364/image/132.jp2
The graves of the rough riders																														chc0364000002		chc03640000020133001							157229460 Bytes	8456	6197	29753732	RGB	8	600	chc03640000020133001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/132	132	133.jp2	/chc0364/image/133.jp2
Bearing the wounded from the battlefield																														chc0364000002		chc03640000020134001							158083236 Bytes	8480	6213	2179088460	RGB	8	600	chc03640000020134001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/133	133	134.jp2	/chc0364/image/134.jp2
Page 135																														chc0364000002		chc03640000020135001							157062464 Bytes	8454	6192	3289456160	RGB	8	600	chc03640000020135001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/134	134	135.jp2	/chc0364/image/135.jp2
Page 136																														chc0364000002		chc03640000020136001							157620888 Bytes	8462	6208	312783864	RGB	8	600	chc03640000020136001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/135	135	136.jp2	/chc0364/image/136.jp2
Viewbooks of Pearson's War Pictures				http://ibisweb.miami.edu/record=b2941808~S11					Spanish-American War, 1898 -- Pictorial works	Viewbooks; Photographs	New York: Pearson Publishing Co., 1898	1898	1890-1900	New York (New York)	CHC Viewbooks Collection 0364 no. 002-008	7 volumes, 136 pages (includes 14 cover pages); 26 x 35 cm	eng	University of Miami Libraries. Cuban Heritage Collection	Viewbooks Collection	CHC0364	Series I: Pearson's patriotic educational series	Box No. 1				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000002			Image		image/tiff													2011-10-12	2011-10-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/136	136	137.cpd	/chc0364/supp/136/index.pdf
Page 1																														chc0364000003		chc03640000030001001							96342432 Bytes	6335	5068	124508562	RGB	8	600	chc03640000030001001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/137	137	138.jp2	/chc0364/image/138.jp2
Havana, Cuba																														chc0364000003		chc03640000030002001							95935288 Bytes	6327	5053	2811386721	RGB	8	600	chc03640000030002001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/138	138	139.jp2	/chc0364/image/139.jp2
Malecón Castillo del Morro y de la Punta	Malecon Morro Castle and La Punta Fort																													chc0364000003		chc03640000030003001							95811312 Bytes	6344	5033	3027627869	RGB	8	600	chc03640000030003001.tif		2011-09-15	2011-09-15	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/139	139	140.jp2	/chc0364/image/140.jp2
Plaza de Armas, Ayuntamiento y Senado	Plaza de Armas, City Hall and Senate																													chc0364000003		chc03640000030004001							92984100 Bytes	6216	4985	3806823274	RGB	8	600	chc03640000030004001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/140	140	141.jp2	/chc0364/image/141.jp2
El Templete	Columbus Memorial Chapel																													chc0364000003		chc03640000030005001							95620296 Bytes	6325	5038	1114529228	RGB	8	600	chc03640000030005001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/141	141	142.jp2	/chc0364/image/142.jp2
La Catedral	The Cathedral																													chc0364000003		chc03640000030006001							95041044 Bytes	6278	5045	2766968985	RGB	8	600	chc03640000030006001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/142	142	143.jp2	/chc0364/image/143.jp2
Castillo de la Fuerza	La Fuerza Fort, 1540, First stone building in Cuba																													chc0364000003		chc03640000030007001							96242208 Bytes	6326	5070	77590522	RGB	8	600	chc03640000030007001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/143	143	144.jp2	/chc0364/image/144.jp2
Paseo de Martí o Prado	Marti or Prado Promenade																													chc0364000003		chc03640000030008001							94131344 Bytes	6299	4980	629060023	RGB	8	600	chc03640000030008001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/144	144	145.jp2	/chc0364/image/145.jp2
Nuevo Palacio Presidencial	New President's House																													chc0364000003		chc03640000030009001							96727508 Bytes	6368	5062	1667457042	RGB	8	600	chc03640000030009001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/145	145	146.jp2	/chc0364/image/146.jp2
Fuente y Parque de la India	India Park and Monument																													chc0364000003		chc03640000030010001							93944436 Bytes	6303	4967	2534456616	RGB	8	600	chc03640000030010001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/146	146	147.jp2	/chc0364/image/147.jp2
Monumento al General Maceo	General Maceo Statue																													chc0364000003		chc03640000030011001							95270468 Bytes	5030	6312	247378963	RGB	8	600	chc03640000030011001.tif		2011-06-30	2011-06-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/147	147	148.jp2	/chc0364/image/148.jp2
