Title	Translated Title	Creator	Recipient	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Web Site	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Growing castor beans and cotton in Dade County, 1917-1918		Ingraham, James Edmundson, 1850-1924		Letter from James E. Ingraham to Charles Brumley, D.E. Austin, sales agent Frederick Morse, Dade County commissioner John J. Hinson, and S.W. Howley, February 21, 1918, concerning the distribution of stable manure from the Government Remount and Army Camps at Camp Wheeler, Macon, at $2 per ton.	John J. Hinson was a foreman for the Florida East Coast Railway when the line was extended from Miami to Homestead in 1903, and later became the first Dade County Commissioner.	Agriculture	Commercial correspondence		1918	1918	Florida. Miami-Dade county.	2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 17, Folder Title: Growing castor beans and cotton in Dade County, 1917-1918 (Special file 526).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000039	Text				000039		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/810	810	811.cpd	/asm0075/image/811.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000284						asm00750002840001001.tif	image/tiff	10878.615 KB	5197	6703	0x4CDE597A	RGB	24-bit depth	600 dpi	asm00750002840001001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/811	811	812.jp2	/asm0075/image/812.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000284						asm00750002840002001.tif	image/tiff	11082.704 KB	5137	6673	0xD28D7869	RGB	24-bit depth	600 dpi	asm00750002840002001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/812	812	813.jp2	/asm0075/image/813.jp2
Blueprint for Charles Toms		Hoffman, J. W.	Pepper, Frank J., b. 1880; Coffrin, Milo O.	Model Land Company vice-president J. W. Hoffman writes to sales agents Pepper and Coffrin concerning blueprints of work to be performed by Mr. Charles S. Toms, who wished to extend his existing wharf into the Miami River.		Land use; Miami River (Fla.)	Commercial correspondence		1935-01-05	1935	Florida. Miami-Dade County. Miami.	2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 46, Folder Title: Blueprint for Charles Toms (Special File 1460).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000284	Text				000284		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/813	813	814.cpd	/asm0075/image/814.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html							asm00750002630001001.tif	image/tiff	11296.439 KB	5077	6613	0x55287D97	RGB	24-bit depth	600 dpi	asm00750002630001001.tif		2008-05-18	2008-05-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/814	814	815.jp2	/asm0075/image/815.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html							asm00750002630002001.tif	image/tiff	10583.309 KB	5077	6613	0x1B04A400	RGB	24-bit depth	600 dpi	asm00750002630002001.tif		2008-05-18	2008-05-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/815	815	816.jp2	/asm0075/image/816.jp2
Letter from Ingraham to Pepper and Potter, January 31, 1924, regarding the sale of Cape Sable sugar cane farms to Pennsylvania farmers		Ingraham, James Edmundson, 1850-1924	Pepper, Frank J., b. 1880; Potter, Burr S.	Model Land Company president James Ingraham writes to sales agents Pepper and Potter regarding the purchase of land by J. R. Deane, Deane's plan for development, and Ingraham's concerns about Deane's advertising via the Pennsylvania Sugar Land Company. Another letter in the file from David Fairchild suggests that Deane might be capable of fraudulent advertising, hence Ingraham's admonitions that the MLC is not to get involved in any way with that.		Land use; Agriculture; Place marketing	Commercial correspondence		1924-01-31	1924	Florida. Monroe county. Sable, Cape.	2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 39, Folder Title: Experimental farming: Sale of Cape Sable Surgar cane farms to Pennsylvania farmers, 1924 (Special file 1274).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000263	Text				000263		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/816	816	817.cpd	/asm0075/image/817.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html							asm00750002510001001.tif	image/tiff	16178.146 KB	5182	6703	0xFCE9854B	RGB	24-bit depth	600 dpi	asm00750002510001001.tif		2008-05-18	2008-05-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/817	817	818.jp2	/asm0075/image/818.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html							asm00750002510002001.tif	image/tiff	15549.372 KB	5182	6703	0x925CFB7B	RGB	24-bit depth	600 dpi	asm00750002510002001.tif		2008-05-18	2008-05-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/818	818	819.jp2	/asm0075/image/819.jp2
Sale of Kendal Grove property to George Merrick		Potter, Burr S.	Ingraham, J. E. (James E.)	Model Land Company sales agent Burr Potter writes to president James Ingraham that the deed to Kendal Grove has been submitted to George Merrick's attorney, whose letter Potter quotes to the effect that the deed is unsatisfactory and need changes in its language.		Land use	Commercial correspondence		1921-04-21-1921-04-21	1921		2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 32, Folder Title: Sale: Flagler Grove Property to George Merrick, 1920-1925 (Special file 950).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000251	Text				000251		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/819	819	820.cpd	/asm0075/image/820.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000127						asm00750001270001001.tif	image/tiff	14300.371 KB	5167	6673	0x4CD9EC97	RGB	24-bit depth	600 dpi	asm00750001270001001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/820	820	821.jp2	/asm0075/image/821.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000127						asm00750001270002001.tif	image/tiff	13115.004 KB	5167	6673	0x54BD6B85	RGB	24-bit depth	600 dpi	asm00750001270002001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/821	821	822.jp2	/asm0075/image/822.jp2
Letter from Burkhart to Morse, May 6, 1912		Burkhart, W. S.	Morse, Frederick S., 1859-1920	Dr. W. S. Burkhart, on stationery "Dr. Burkhart's Vegetable Compound Office," writes to Model Land Company sales agent Frederick Morse about purchasing land in Dade, beginning humorously: "Arrived home safely and have got my hustling clothes on..." Burkhart asks to purchase a thousand acres of pine land for planting groves in the Goulds area, and says that he believes he can bring with him at least a hundred people who are interested in Florida land.		Land use; Agriculture; Burkhart, W. S.	Commercial correspondence		1912-05-06	1912		2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000127	Text				000127		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/822	822	823.cpd	/asm0075/image/823.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000291						asm00750002910001001.tif	image/tiff	16092.307 KB	5182	6703	0x95994C4E	RGB	24-bit depth	600 dpi	asm00750002910001001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/823	823	824.jp2	/asm0075/image/824.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000291						asm00750002910002001.tif	image/tiff	16268.874 KB	5182	6718	0xAB9CF17B	RGB	24-bit depth	600 dpi	asm00750002910002001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/824	824	825.jp2	/asm0075/image/825.jp2
Land owner's meeting of Middle River Drainage District, 1932		Coffrin, Milo O.		Minutes of the land owners' meeting concerning the Middle River Drainage District, including the Middle River Farms Company and the Lauderdale Citrus Groves, Inc.		Land use	Commercial correspondence		1932-06-03	1932	Florida. Broward county. Middle River.	2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 56, Folder Title: Middle River Reclamation District: refinanced through loan from Reconstruction Finance Corp., 1932-1939 (Special file 1626).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000291	Text				000291		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/825	825	826.cpd	/asm0075/image/826.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000119						asm00750001190001001.tif	image/tiff	13426.202 KB	4942	6418	0xDC7CBFB4	RGB	24-bit depth	600 dpi	asm00750001190001001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/826	826	827.jp2	/asm0075/image/827.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000119						asm00750001190002001.tif	image/tiff	12815.328 KB	4942	6418	0xF9F84EAD	RGB	24-bit depth	600 dpi	asm00750001190002001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/827	827	828.jp2	/asm0075/image/828.jp2
Land deed for Key West property		Florida East Coast Railway		Copy of the Model Land Company land deed granting Key West property to the Florida East Coast Railway Company.		Florida East Coast Railway; Land use	Deeds		1911	1911		2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Florida East Coast Railway (Special File 54).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000119	Text				000119		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/828	828	829.cpd	/asm0075/image/829.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000136						asm00750001360001001.tif	image/tiff	12903.62 KB	5212	6748	0x695FC219	RGB	24-bit depth	600 dpi	asm00750001360001001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/829	829	830.jp2	/asm0075/image/830.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000136						asm00750001360002001.tif	image/tiff	12147.475 KB	5212	6748	0xD88312EB	RGB	24-bit depth	600 dpi	asm00750001360002001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/830	830	831.jp2	/asm0075/image/831.jp2
Letter from Mary E. Dorn to Frederick Morse, March 14, 1913		Dorn, Mary Elizabeth	Morse, Frederick S., 1859-1920	Mary Elizabeth Dorn, the first president of the Cocoa Plum Thimble Club, asks Model Land Company sales agent Frederick Morse whether the Company would donate an acre of land in Larkins so that the Club could build a clubhouse. "The Club is not in position to make any large investment of any kind at this time, but we have enough money and labor pledged now to warrant us in starting the building, provided a building site is donated to us by some one who is in position to do so."		Cocoa Plum Thimble Club; Land use	Commercial correspondence		1913-03-14	1913	Florida. Miami-Dade county. Larkins.	2 handwritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Donation: Coco Plum Thimble Club, Clubhouse site, 1913-1920. (Special file 168).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000136	Text				000136		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/831	831	832.cpd	/asm0075/image/832.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000289						asm00750002890001001.tif	image/tiff	15303.909 KB	5167	6658	0x5BD1C25D	RGB	24-bit depth	600 dpi	asm00750002890001001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/832	832	833.jp2	/asm0075/image/833.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000289						asm00750002890002001.tif	image/tiff	15467.69 KB	5167	6673	0xE5534C9B	RGB	24-bit depth	600 dpi	asm00750002890002001.tif		2008-05-18	2008-05-21	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/833	833	834.jp2	/asm0075/image/834.jp2
Letter from Pepper to Hoffman, November 9, 1926, regarding lease and sale of farmlands		Pepper, Frank J., b. 1880	Hoffman, J. W.	Model Land Company sales agent Frank Pepper writes to vice-president J.W. Hoffman about the possibilities of renting Company lands to farmers in the vicinity of Miami. He explains that Company policy in the past was not to rent lands "for the reason that most croppers would rather pay rent on new land for a couple of years, and then drop it and hunt other new land," besides which, they always had difficulties with trespassers. However, there is little virgin land remaining, and farmers are willing to rent. The crops he mentions are peppers, beans, and tomatoes.		Agriculture; Land use	Commercial correspondence		1926-11-09	1926	Florida. Miami-Dade County.	2 typewritten leaves			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 53, Folder Title: Proposal: lease and sale of farmlands, 1926 (Special file 1573).						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0075000289	Text				000289		image/tiff										2010-09-22	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/834	834	835.cpd	/asm0075/image/835.cpd
Page 1																									http://merrick.library.miami.edu/digitalprojects/copyright.html							asm00750002250001001.tif	image/tiff	15123.98 KB	5212	6778	0x8E431BF0	RGB	24-bit depth	600 dpi	asm00750002250001001.tif		2008-05-18	2008-05-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/835	835	836.jp2	/asm0075/image/836.jp2
Page 2																									http://merrick.library.miami.edu/digitalprojects/copyright.html							asm00750002250002001.tif	image/tiff	14684.902 KB	5212	6778	0x5529FF2A	RGB	24-bit depth	600 dpi	asm00750002250002001.tif		2008-05-18	2008-05-18	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/836	836	837.jp2	/asm0075/image/837.jp2
