Title	Translated title	Creator	Contributors	Production Title	Summary	Note	Subject	Genre	Publisher	Date	Theater Venue	Theater Company	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 50																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380050001	image/tiff	156418984 Bytes	6492	8030	238111935	RGB	8	600	chc04870000380050001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/611	611	612.jp2	/chc0487/image/612.jp2
Page 51																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380051001	image/tiff	144354124 Bytes	6031	7977	1070974206	RGB	8	600	chc04870000380051001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/612	612	613.jp2	/chc0487/image/613.jp2
Page 52																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380052001	image/tiff	154071264 Bytes	6454	7956	905712250	RGB	8	600	chc04870000380052001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/613	613	614.jp2	/chc0487/image/614.jp2
Page 53																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380053001	image/tiff	141165160 Bytes	5923	7943	3048692748	RGB	8	600	chc04870000380053001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/614	614	615.jp2	/chc0487/image/615.jp2
Page 54																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380054001	image/tiff	156207052 Bytes	6514	7992	689863241	RGB	8	600	chc04870000380054001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/615	615	616.jp2	/chc0487/image/616.jp2
Page 55																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380055001	image/tiff	139768764 Bytes	5874	7930	4025428192	RGB	8	600	chc04870000380055001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/616	616	617.jp2	/chc0487/image/617.jp2
Page 56																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380056001	image/tiff	159733680 Bytes	6614	8049	1329118110	RGB	8	600	chc04870000380056001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/617	617	618.jp2	/chc0487/image/618.jp2
Page 57																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380057001	image/tiff	142801072 Bytes	5949	8000	2932741668	RGB	8	600	chc04870000380057001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/618	618	619.jp2	/chc0487/image/619.jp2
Page 58																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380058001	image/tiff	153729232 Bytes	6430	7968	1604119112	RGB	8	600	chc04870000380058001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/619	619	620.jp2	/chc0487/image/620.jp2
Page 59																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380059001	image/tiff	142267044 Bytes	5970	7942	1357676357	RGB	8	600	chc04870000380059001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/620	620	621.jp2	/chc0487/image/621.jp2
Page 60																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380060001	image/tiff	158252940 Bytes	6517	8093	2075830877	RGB	8	600	chc04870000380060001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/621	621	622.jp2	/chc0487/image/622.jp2
Page 61																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380061001	image/tiff	145278608 Bytes	6078	7966	838640059	RGB	8	600	chc04870000380061001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/622	622	623.jp2	/chc0487/image/623.jp2
Page 62																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380062001	image/tiff	154828308 Bytes	6418	8040	901358232	RGB	8	600	chc04870000380062001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/623	623	624.jp2	/chc0487/image/624.jp2
Page 63																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380063001	image/tiff	143627440 Bytes	6018	7954	1006995243	RGB	8	600	chc04870000380063001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/624	624	625.jp2	/chc0487/image/625.jp2
Page 64																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380064001	image/tiff	153960580 Bytes	6430	7980	3041340956	RGB	8	600	chc04870000380064001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/625	625	626.jp2	/chc0487/image/626.jp2
Page 65																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380065001	image/tiff	143575876 Bytes	6006	7967	112112698	RGB	8	600	chc04870000380065001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/626	626	627.jp2	/chc0487/image/627.jp2
Page 66																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380066001	image/tiff	158266796 Bytes	6563	8037	1862953061	RGB	8	600	chc04870000380066001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/627	627	628.jp2	/chc0487/image/628.jp2
Page 67																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380067001	image/tiff	144691768 Bytes	6030	7997	1753553212	RGB	8	600	chc04870000380067001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/628	628	629.jp2	/chc0487/image/629.jp2
Page 68																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380068001	image/tiff	152057200 Bytes	6322	8016	2581049963	RGB	8	600	chc04870000380068001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/629	629	630.jp2	/chc0487/image/630.jp2
Page 69																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380069001	image/tiff	146510148 Bytes	6102	8002	1814233550	RGB	8	600	chc04870000380069001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/630	630	631.jp2	/chc0487/image/631.jp2
Page 70																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380070001	image/tiff	153385684 Bytes	6406	7980	3486920365	RGB	8	600	chc04870000380070001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/631	631	632.jp2	/chc0487/image/632.jp2
Page 71																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380071001	image/tiff	150440284 Bytes	6294	7966	1846271628	RGB	8	600	chc04870000380071001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/632	632	633.jp2	/chc0487/image/633.jp2
Page 72																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380072001	image/tiff	155576524 Bytes	6478	8004	2931109679	RGB	8	600	chc04870000380072001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/633	633	634.jp2	/chc0487/image/634.jp2
Page 73																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380073001	image/tiff	154920828 Bytes	6462	7990	243346986	RGB	8	600	chc04870000380073001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/634	634	635.jp2	/chc0487/image/635.jp2
Page 74																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380074001	image/tiff	156281976 Bytes	6467	8054	2913976729	RGB	8	600	chc04870000380074001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/635	635	636.jp2	/chc0487/image/636.jp2
Page 75																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380075001	image/tiff	147590708 Bytes	6174	7967	3303666645	RGB	8	600	chc04870000380075001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/636	636	637.jp2	/chc0487/image/637.jp2
Page 76																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380076001	image/tiff	153558512 Bytes	6394	8004	4275182400	RGB	8	600	chc04870000380076001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/637	637	638.jp2	/chc0487/image/638.jp2
Page 77																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380077001	image/tiff	148244492 Bytes	6152	8031	3188943052	RGB	8	600	chc04870000380077001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/638	638	639.jp2	/chc0487/image/639.jp2
Page 78																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380078001	image/tiff	152344496 Bytes	6334	8016	2474679146	RGB	8	600	chc04870000380078001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/639	639	640.jp2	/chc0487/image/640.jp2
Page 79																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380079001	image/tiff	145286436 Bytes	6042	8014	603267064	RGB	8	600	chc04870000380079001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/640	640	641.jp2	/chc0487/image/641.jp2
Page 80																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380080001	image/tiff	151316268 Bytes	6345	7948	4259508230	RGB	8	600	chc04870000380080001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/641	641	642.jp2	/chc0487/image/642.jp2
Page 81																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380081001	image/tiff	146001640 Bytes	6090	7990	2883666687	RGB	8	600	chc04870000380081001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/642	642	643.jp2	/chc0487/image/643.jp2
Page 82																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380082001	image/tiff	150919964 Bytes	6322	7956	1654013051	RGB	8	600	chc04870000380082001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/643	643	644.jp2	/chc0487/image/644.jp2
Page 83																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380083001	image/tiff	146291628 Bytes	6102	7990	1794394092	RGB	8	600	chc04870000380083001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/644	644	645.jp2	/chc0487/image/645.jp2
Page 84																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380084001	image/tiff	152868932 Bytes	6394	7968	2423335390	RGB	8	600	chc04870000380084001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/645	645	646.jp2	/chc0487/image/646.jp2
Page 85																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380085001	image/tiff	144997028 Bytes	6067	7965	1686932497	RGB	8	600	chc04870000380085001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/646	646	647.jp2	/chc0487/image/647.jp2
Page 86																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380086001	image/tiff	151480520 Bytes	6298	8016	3632694891	RGB	8	600	chc04870000380086001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/647	647	648.jp2	/chc0487/image/648.jp2
Page 87																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380087001	image/tiff	147349768 Bytes	6174	7954	169015761	RGB	8	600	chc04870000380087001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/648	648	649.jp2	/chc0487/image/649.jp2
Page 88																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380088001	image/tiff	151374536 Bytes	6322	7980	3786274742	RGB	8	600	chc04870000380088001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/649	649	650.jp2	/chc0487/image/650.jp2
Page 89																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380089001	image/tiff	146932472 Bytes	6138	7978	492343517	RGB	8	600	chc04870000380089001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/650	650	651.jp2	/chc0487/image/651.jp2
Page 90																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380090001	image/tiff	153386168 Bytes	6406	7980	3167731974	RGB	8	600	chc04870000380090001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/651	651	652.jp2	/chc0487/image/652.jp2
Page 91																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380091001	image/tiff	148145780 Bytes	6198	7966	2343464824	RGB	8	600	chc04870000380091001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/652	652	653.jp2	/chc0487/image/653.jp2
Page 92																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380092001	image/tiff	150165096 Bytes	6262	7992	1664361363	RGB	8	600	chc04870000380092001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/653	653	654.jp2	/chc0487/image/654.jp2
Page 93																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380093001	image/tiff	147771172 Bytes	6163	7991	202381425	RGB	8	600	chc04870000380093001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/654	654	655.jp2	/chc0487/image/655.jp2
Page 94																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380094001	image/tiff	148648668 Bytes	6237	7943	3607477456	RGB	8	600	chc04870000380094001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/655	655	656.jp2	/chc0487/image/656.jp2
Page 95																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380095001	image/tiff	152855420 Bytes	6283	8108	2715761216	RGB	8	600	chc04870000380095001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/656	656	657.jp2	/chc0487/image/657.jp2
Page 96																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380096001	image/tiff	150345708 Bytes	6298	7956	1636823740	RGB	8	600	chc04870000380096001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/657	657	658.jp2	/chc0487/image/658.jp2
Page 97																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380097001	image/tiff	148813996 Bytes	6198	8002	69531157	RGB	8	600	chc04870000380097001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/658	658	659.jp2	/chc0487/image/659.jp2
Page 98																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380098001	image/tiff	149651148 Bytes	6250	7980	1915562602	RGB	8	600	chc04870000380098001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/659	659	660.jp2	/chc0487/image/660.jp2
Page 99																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380099001	image/tiff	155193516 Bytes	6344	8153	132639036	RGB	8	600	chc04870000380099001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/660	660	661.jp2	/chc0487/image/661.jp2
Page 100																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380100001	image/tiff	149237020 Bytes	6214	8004	3070447179	RGB	8	600	chc04870000380100001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/661	661	662.jp2	/chc0487/image/662.jp2
Page 101																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380101001	image/tiff	145565032 Bytes	6090	7966	556340950	RGB	8	600	chc04870000380101001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/662	662	663.jp2	/chc0487/image/663.jp2
Page 102																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380102001	image/tiff	147697780 Bytes	6143	8013	4219653385	RGB	8	600	chc04870000380102001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/663	663	664.jp2	/chc0487/image/664.jp2
Page 103																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380103001	image/tiff	148995768 Bytes	6197	8013	3694494133	RGB	8	600	chc04870000380103001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/664	664	665.jp2	/chc0487/image/665.jp2
Page 104																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380104001	image/tiff	145063352 Bytes	6095	7932	2789007735	RGB	8	600	chc04870000380104001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/665	665	666.jp2	/chc0487/image/666.jp2
Page 105																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380105001	image/tiff	148239564 Bytes	6174	8002	1013526443	RGB	8	600	chc04870000380105001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/666	666	667.jp2	/chc0487/image/667.jp2
Page 106																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380106001	image/tiff	144457088 Bytes	6081	7917	2762305888	RGB	8	600	chc04870000380106001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/667	667	668.jp2	/chc0487/image/668.jp2
Page 107																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380107001	image/tiff	150734740 Bytes	6212	8087	1325575656	RGB	8	600	chc04870000380107001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/668	668	669.jp2	/chc0487/image/669.jp2
Page 108																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380108001	image/tiff	145917104 Bytes	6142	7918	202265857	RGB	8	600	chc04870000380108001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/669	669	670.jp2	/chc0487/image/670.jp2
Page 109																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380109001	image/tiff	152002168 Bytes	6280	8067	4046767257	RGB	8	600	chc04870000380109001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/670	670	671.jp2	/chc0487/image/671.jp2
Page 110																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380110001	image/tiff	148109896 Bytes	6262	7883	1929386172	RGB	8	600	chc04870000380110001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/671	671	672.jp2	/chc0487/image/672.jp2
Page 111																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380111001	image/tiff	144643688 Bytes	5945	8109	281604785	RGB	8	600	chc04870000380111001.tif		2011-12-08	2011-12-08	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/672	672	673.jp2	/chc0487/image/673.jp2
Page 112																			Manuel Ochoa Papers	CHC0487										chc0487000038						chc04870000380112001	image/tiff	146133388 Bytes	6042	8061	1176617106	RGB	8	600	chc04870000380112001.tif		2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/673	673	674.jp2	/chc0487/image/674.jp2
Music score, "La del Soto del Parral"	Music score, "Her from Soto del Parral"			La del Soto del Parral				Sheet music covers		1973			1970-1980	Miami (Florida)	musical score pages	spa		University of Miami Libraries. Cuban Heritage Collection	Manuel Ochoa Papers	CHC0487		Box 16; Folder Title:  Manuel Ochoa			mj			http://merrick.library.miami.edu:81/digitalprojects/copyright.html		chc0487000038	Text						image/tiff										2012-01-17	2012-01-17	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0487/id/674	674	675.cpd	/chc0487/image/675.cpd
