Título	Translated Title	Creator	Sender	Contributors	Recipient	Resumen	Summary	Nota	Note	Tema	Subject	Género	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Descripción Física	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Type	Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Carta de Rafael Arengo al gobernador civil de Matanzas referente a patrocinados que cesaron su patronato pero aún no han buscado sus cédulas de libertad, 14 de diciembre de 1886	Rafael Arengo letter to the governor of Matanzas regarding patrocinados whose patronato had ended but who had not yet retrieved their certificates of freedom, December 14, 1886		Arengo, Rafael; Alfonso XII (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Governor					Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Alfonso XII (Cuba). Junta Local de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Alfonso XII (Cuba). Junta Local de Patronato	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1886-12-14	1880-1890	Alacranes (Cuba)	east=22.7675; north=-81.5675; name=http://www.geonames.org/3569379/alacranes.html		2 páginas; 21.8 x 33 cm	2 pages; 21.8 x 33 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 59; Folder Title: 1886 December 14				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000133			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/64	64	87.cpd	/chc5298/supp/64/index.pdf
Página 1	Page 1																																			chc5298000129	chc52980001290001001								63156124 Bytes	3952	5325	3121316994	RGB	8	600	chc52980001290001001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/65	65	88.jp2	/chc5298/image/88.jp2
Página 2	Page 2																																			chc5298000129	chc52980001290002001								62778068 Bytes	3935	5316	2656198262	RGB	8	600	chc52980001290002001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/66	66	89.jp2	/chc5298/image/89.jp2
Carta de Joaquín Sánchez al presidente de la Junta Provincial de Patronato de Matanzas referente al informe de patrocinados libres y fallecidos en el período del 6 de abril al 8 de mayo, en el municipio de Colón, 27 de mayo de 1886	Joaquín Sánchez letter to the president of the Junta Provincial de Patronato de Matanzas regarding a table reporting patrocinados freed and deceased between April 6 and May 8 in the municipality of Colón, May 27, 1886		Sánchez, Joaquín; Colón (Cuba). Alcaldía Municipal		Matanzas (Cuba : Province). Junta Provincial de Patronato					Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Colón (Cuba). Alcaldía Municipal; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Colón (Cuba). Alcaldía Municipal; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1886-05-27	1880-1890	Colón (Cuba); Matanzas (Cuba : Province)	east=22.71917; north=-80.90583; east=22.66667; north=-81.16667; name=http://www.geonames.org/3547394/provincia-de-matanzas.html		1 carta, 2 páginas; 22 x 32.6 cm	1 letter, 2 pages; 22 x 32.6 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 55; Folder Title: 1886 May 28				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000129			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/67	67	90.cpd	/chc5298/supp/67/index.pdf
Página 1	Page 1																																			chc5298000080	chc52980000800001001								62137764 Bytes	3928	5271	1454020335	RGB	8	600	chc52980000800001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/72	72	95.jp2	/chc5298/image/95.jp2
Página 2	Page 2																																			chc5298000080	chc52980000800002001								61113980 Bytes	3907	5212	3951496496	RGB	8	600	chc52980000800002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/73	73	96.jp2	/chc5298/image/96.jp2
Página 3	Page 3																																			chc5298000080	chc52980000800003001								61836344 Bytes	3936	5235	2138503335	RGB	8	600	chc52980000800003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/74	74	97.jp2	/chc5298/image/97.jp2
Carta de Mauricio Betancourt al presidente de la Junta Provincial de Patronato de Matanzas respecto a la orden de expedir cédulas de libres a patrocinados mayores de 47 años, 6 de mayo de 1884	Letter from Mauricio Betancourt to the president of the Junta Provincial de Patronato de Matanzas regarding the order to issue certificates of freedom to patrocinados over the age of 47, May 6, 1884		Betancourt, Mauricio; Roque (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato					Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Roque (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Roque (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1884-05-06	1880-1890	El Roque (Cuba)	east=22.765; north=-81.05778; name=http://www.geonames.org/3559840/el-roque.html		3 páginas; 21.8 x 32.2 cm	3 pages; 21.8 x 32.2 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 7; Folder Title: 1884 May 7				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000080			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/75	75	98.cpd	/chc5298/supp/75/index.pdf
Página 1	Page 1																																			chc5298000033	chc52980000330001001								125430856 Bytes	5468	7645	1509079440	RGB	8	600	chc52980000330001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/76	76	99.jp2	/chc5298/image/99.jp2
Página 2	Page 2																																			chc5298000033	chc52980000330002001								123276728 Bytes	5413	7590	573205424	RGB	8	600	chc52980000330002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/77	77	100.jp2	/chc5298/image/100.jp2
Oficio escrito por la patrona Josefa Piqué y Junco, donde expone su intento de redemir a varios patrocinados bajo su responsabilidad, 30 de noviembre de 1881	Josefa Piqué y Junco official document detailing her intention to redeem several of her patrocinados, November 30, 1881	Piqué y Junco, Josefa						Sus patrocinados eran José Dolores, Alejandro, Gabriel, Ricardo y Pedro.	Her patrocinados were José Dolores, Alejandro, Gabriel, Ricardo, and Pedro.	Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Bolondrón (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Bolondrón (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	documentos oficiales; manuscritos	official documents; manuscripts (document genre)		1881-11-30	1880-1890	Bolondrón (Cuba)	east=22.76333; north=-81.44694; name=http://www.geonames.org/3567082/bolondron.html		3 páginas; 32 x 22.1 cm	3 pages; 32 x 22.1 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 31; Folder Title: 1881 December 1				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000033			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/78	78	101.cpd	/chc5298/supp/78/index.pdf
Carta de José López al presidente de la Junta Provincial de Patronato de Matanzas referente al informe de patrocinados que fueron liberados durante el período del 8 de septiembre al 8 de octubre en el municipio de Palmillas, 8 de octubre de 1884	José López letter to the president of the Junta Provincial de Patronato de Matanzas regarding the table of patrocinados freed between September 8 and October 8, 1884, in the municipality of Palmillas, October 8, 1884		López, José; Palmillas (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Junta Provincial de Patronato										1884-10-08	1880-1890																				chc5298000154	chc52980001540001001								61121528 Bytes	3816	5337	2865314091	RGB	8	600	chc52980001540001001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/79	79	102.jp2	/chc5298/image/102.jp2
Carta, página 2	Letter, page 2																																			chc5298000154	chc52980001540002001								62120204 Bytes	3856	5368	69355377	RGB	8	600	chc52980001540002001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/80	80	103.jp2	/chc5298/image/103.jp2
Informe de patrocinados que fueron liberados durante el período del 8 de septiembre al 8 de octubre en el municipio de Palmillas, 7 de octubre de 1884	Table of patrocinados freed between September 8 and October 8, 1884, in the municipality of Palmillas, October 7, 1884	López, José; Palmillas (Cuba). Junta Local de Patronato													1884-10-07	1880-1890																				chc5298000154	chc52980001540003001								235808108 Bytes	10366	7582	3414632577	RGB	8	600	chc52980001540003001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/81	81	104.jp2	/chc5298/image/104.jp2
Carta y informe de patrocinados que fueron liberados durante el período del 8 de septiembre al 8 de octubre en el municipio de Palmillas, octubre de 1884	Letter and table reporting patrocinados freed between September 8 and October 8 in the municipality of Palmillas, October 1884	López, José; Palmillas (Cuba). Junta Local de Patronato								Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Palmillas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Palmillas (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; tablas (documento)	manuscripts (document genre); correspondence; tables (documents)		1884-10	1880-1890	Palmillas (Cuba)	east=22.62583; north=-80.78; name=http://www.geonames.org/3545050/palmillas.html		2 páginas, 1 lámina; 31.2 x 43.4 cm	2 pages, 1 sheet; 31.2 x 43.4 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 3; Folder No. 14; Folder Title: 1884 October 10				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000154			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/82	82	105.cpd	/chc5298/supp/82/index.pdf
Página 1	Page 1																																			chc5298000002	chc52980000020001001								57628192 Bytes	3824	5021	792030257	RGB	8	600	chc52980000020001001.tif		2013-07-24	2013-07-24	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/83	83	106.jp2	/chc5298/image/106.jp2
Página 2	Page 2																																			chc5298000002	chc52980000020002001								57344940 Bytes	3816	5007	2197643865	RGB	8	600	chc52980000020002001.tif		2013-07-24	2013-07-24	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/84	84	107.jp2	/chc5298/image/107.jp2
Carta enviada al presidente de la Junta Provincial de Patronato de Matanzas para tramitar la solicitud de emancipación de la patrocinada Blasa Cordovés, 30 de junio de 1880	Letter sent to the president of the Junta Provincial de Patronato de Matanzas to process the emancipation request of the patrocinada Blasa Cordovés, June 30, 1880		Havana (Cuba : Province). Junta de Patronato de la Provincia		Matanzas (Cuba : Province). Junta Provincial de Patronato			Blasa Cordovés era patrocinada de Serafina Rivero.	Blasa Cordovés was a patrocinada of Serafina Rivero.	Patrocinados -- Cuba -- Matanzas (Provincia); Mujeres esclavas -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Ingenio Santa Ynés (Matanzas, Cuba); Habana (Cuba : Provincia). Junta de Patronato de la Provincia; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Patrocinados -- Cuba -- Matanzas (Province); Women slaves -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Ingenio Santa Ynés (Matanzas, Cuba); Havana (Cuba : Province). Junta de Patronato de la Provincia; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1880-06-30	1880-1890	Havana (Cuba : Province)	east=23.13302; north=-82.38304; name=http://www.geonames.org/3553478/havana.html		2 páginas; 20.8 x 15.7 cm	2 pages; 20.8 x 15.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 2; Folder Title: 1880 June 30				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000002			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/85	85	108.cpd	/chc5298/supp/85/index.pdf
Carta que acompaña el informe de los patrocinados liberados durante el período del 8 de abril al 7 de mayo de 1884 en el municipio matancero de Sabanilla del Encomendador	Letter accompanying the report on patrocinados freed between April 8 and May 7, 1884, in the municipality of Sabanilla del Encomendador in Matanzas		Rodríguez, Saturnino; Sabanilla del Encomendador (Cuba). Junta Local de Patronato																																	chc5298000081	chc52980000810001001								61806048 Bytes	3995	5155	2486866267	RGB	8	600	chc52980000810001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/90	90	113.jp2	/chc5298/image/113.jp2
Tabla que muestra el número de patrocinados liberados durante el período del 8 de abril al 7 de mayo de 1884, en el municipio matancero de Sabanilla del Encomendador	Table showing the number of patrocinados freed between April 8 and May 7, 1884, in the municipality of Sabanilla del Encomendador in Matanzas	Rodríguez, Saturnino; Sabanilla del Encomendador (Cuba). Junta Local de Patronato																																		chc5298000081	chc52980000810002001								118693460 Bytes	7539	5247	3500457395	RGB	8	600	chc52980000810002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/91	91	114.jp2	/chc5298/image/114.jp2
Carta y informe con los números de patrocinados liberados durante el período del 8 de abril al 7 de mayo de 1884, en el municipio matancero de Sabanilla del Encomendador, 8 de mayo de 1884	Letter and table reporting the number of patrocinados freed between April 8 and May 7, 1884, in the municipality of Sabanilla del Encomendador in Matanzas, May 8, 1884	Rodríguez, Saturnino; Sabanilla del Encomendador (Cuba). Junta Local de Patronato						Sabanilla del Encomendador es actualmente conocido como Juan Gualberto Gómez.	Sabanilla del Encomendador is now known as Juan Gualberto Gómez.	Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Sabanilla del Encomendador (Cuba). Junta Local de Patronato; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Sabanilla del Encomendador (Cuba). Junta Local de Patronato; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia; tablas (documento)	manuscripts (document genre); correspondence; tables (documents)		1884-05-08	1880-1890	Juan Gualberto Gómez (Cuba)	east=22.8625; north=-81.54917; name=http://www.geonames.org/3555836/juan-gualberto-gomez.html		2 hojas; 21.2 x 32.5 cm	2 leaves; 21.2 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 8; Folder Title: 1884 May 9				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000081			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/92	92	115.cpd	/chc5298/supp/92/index.pdf
