Title	Translated Title	Play Title	Original Title	Production Title	Festival Title	CTDA Link	Creator	Author	Translator	Director	Producer	Photographer	Videographer	Theater Company	Theater Venue	Cast	Costume Designer	Set Designer	Poster Designer	Summary	Note	Subject	Genre	Publisher	Date Published	Date Created	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Finding Aid	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Availability	Tape No.	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Original Format	Tape Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Scene from the play, "El robo del cochino" (The Pig Theft)												Mayito									Written on verso: "El robo del cochino; Sala Hubert de Blanck, Julio 1961; Foto Mayito; Teatro Nacional del Cuba"	Theater -- Cuba; Plays	Photographs			1961-07-21	1960-1970	Havana, Cuba			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 15; Folder No. 5; Folder Title: El robo del cochino: photographs (Cuba), 1961					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000090001001			Image	image/tiff							87461040 Bytes	4841	6021	2213880606	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000090001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/150	150	151.jp2	/theater/image/151.jp2
Scene from the play, "La casa vieja" (The Old House)												Edy Photo N.Y.								Armantina Rodríguez as Onelia	Written on verso: "Edy Photo N. Y." (stamp)	Theater -- Cuba; Plays	Photographs			1973-01-12	1970-1980	New York, New York			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 11; Folder No. 12; Folder Title: La casa vieja: photographs, 1973					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000190001001			Image	image/tiff							89254624 Bytes	4924	6041	2937390059	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000190001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/151	151	152.jp2	/theater/image/152.jp2
Scene from the play, "El robo del cochino" (The Pig Theft)																				Actress Isabel Segovia (front)		Theater -- Cuba; Plays	Photographs			1975-02-28	1970-1980	New York, New York			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 15; Folder No. 6; Folder Title: El robo del cochino. (N. York), 1975					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000120001001			Image	image/tiff							89788136 Bytes	6103	4903	787818069	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000120001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/152	152	153.jp2	/theater/image/153.jp2
Scene from the play, "Las impuras" (The impure ones)																					Written on verso: "Dumé"	Theater -- Cuba; Plays	Photographs			1962-04-12	1960-1970	Havana, Cuba			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 13; Folder No. 15; Folder Title: Las impuras: photographs (Cuba), 1962					DPR; SR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000320001001			Image	image/tiff							44727468 Bytes	4551	3276	2455280587	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000320001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/153	153	154.jp2	/theater/image/154.jp2
Scene from the play, "El robo del cochino" (The Pig Theft)												Llerena, Rafael								Actors René Troche (sitting on the floor) and Mercedes Enriquez	Written on verso: "Dumé Spanish Theatre"	Theater -- Cuba; Plays	Photographs			1975-02-28	1970-1980	New York, New York			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 15; Folder No. 6; Folder Title: El robo del cochino. (N. York), 1975					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000130001001			Image	image/tiff							90943368 Bytes	4966	6103	2566435320	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000130001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/154	154	155.jp2	/theater/image/155.jp2
Scene from the play, "Las impuras" (The impure ones)																					Written on verso: "Las impuras de Miguel de Carrión"	Theater -- Cuba; Plays	Photographs			1962-04-12	1960-1970	Havana, Cuba			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 13; Folder No. 15; Folder Title: Las impuras: photographs (Cuba), 1962					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000340001001			Image	image/tiff							78231336 Bytes	6264	4163	1918714816	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000340001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/155	155	156.jp2	/theater/image/156.jp2
Herberto Dumé and Eloisa Castellanos																						Theater -- Cuba; Plays; Actresses	Photographs					New York, New York			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 12; Folder No. 9; Folder Title: Herberto Dumé and group, n.d.					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000410001001			Image	image/tiff							97942902 Bytes	5197	6282	925880605	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000410001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/156	156	157.jp2	/theater/image/157.jp2
Scene from the play, "La casa vieja" (The Old House)																					Written on verso: "Dumé Spanish Theatre"	Theater -- Cuba; Plays	Photographs			1973-01-12	1970-1980	New York, New York			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 11; Folder No. 12; Folder Title: La casa vieja: photographs, 1973					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000150001001			Image	image/tiff							90942020 Bytes	6103	4966	4647558	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000150001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/157	157	158.jp2	/theater/image/158.jp2
Scene from the play, "Las vacas gordas" (The fat cows)																					Written on verso: "Dumé"	Theater -- Cuba; Plays	Photographs			1962	1960-1970	Havana, Cuba			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 16; Folder No. 4; Folder Title: Las vacas gordas: photographs , 1962					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000380001001			Image	image/tiff							42949923 Bytes	4431	3231	3120358409	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000380001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/158	158	159.jp2	/theater/image/159.jp2
Scene from the play, "Las vacas gordas" (The fat cows)												Salas										Theater -- Cuba; Plays	Photographs			1962	1960-1970	Havana, Cuba			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 16; Folder No. 4; Folder Title: Las vacas gordas: photographs , 1962					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000400001001			Image	image/tiff							93878160 Bytes	6309	4960	2093879835	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000400001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/159	159	160.jp2	/theater/image/160.jp2
Scene from the play, "Las vacas gordas" (The fat cows)																						Theater -- Cuba; Plays	Photographs			1962	1960-1970	Havana, Cuba			1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 16; Folder No. 4; Folder Title: Las vacas gordas: photographs , 1962					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html				chc51410000360001001			Image	image/tiff							76919181 Bytes	6249	4103	1300266598	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000360001001.tif		2010-03-04	2010-07-19	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/160	160	161.jp2	/theater/image/161.jp2
chc51410000530001001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141														chc51410000530001001.tif			Text	image/tiff							98114028 Bytes	4925	6639	727620534	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000530001001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/162	162	163.jp2	/theater/image/163.jp2
chc51410000530002001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141														chc51410000530002001.tif			Text	image/tiff							98383508 Bytes	4923	6660	469309507	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000530002001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/163	163	164.jp2	/theater/image/164.jp2
chc51410000530003001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141														chc51410000530003001.tif			Text	image/tiff							98662396 Bytes	4931	6668	212533495	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000530003001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/164	164	165.jp2	/theater/image/165.jp2
chc51410000530004001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141														chc51410000530004001.tif			Text	image/tiff							198027576 Bytes	9832	6713	3797942681	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000530004001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/165	165	166.jp2	/theater/image/166.jp2
chc51410000530005001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141														chc51410000530005001.tif			Text	image/tiff							98853960 Bytes	4945	6662	3248262807	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000530005001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/166	166	167.jp2	/theater/image/167.jp2
chc51410000530006001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141														chc51410000530006001.tif			Text	image/tiff							99090108 Bytes	4945	6678	920137540	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000530006001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/167	167	168.jp2	/theater/image/168.jp2
chc51410000530007001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141														chc51410000530007001.tif			Text	image/tiff							99570580 Bytes	4957	6694	4282327319	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000530007001.tif		2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/168	168	169.jp2	/theater/image/169.jp2
Program for the productions  "La excepción y la regla" and "El que dijo sí y El que dijo no" ("The exception and the rule" and "The one who said yes and the one who said no")																						Theater -- Cuba; Plays	Theater programs			1961-05-13	1960-1970	Havana (Cuba)			1 program, 8 pages; 20.4 x 28 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 6; Folder No. 19; Folder Title: El que dijo sí y el que dijo no: programs, 1961					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5141000053				Text	image/tiff																2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/169	169	170.cpd	/theater/image/170.cpd
chc51410000800001001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141													chc5141000080	chc51410000800001001.tif			Text	image/tiff							48259804 Bytes	2533	6348	2000759246	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000800001001.tif		2010-12-07	2010-12-07	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/170	170	171.jp2	/theater/image/171.jp2
chc51410000800002001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141													chc5141000080	chc51410000800002001.tif			Text	image/tiff							48897640 Bytes	2573	6332	4121053508	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000800002001.tif		2010-12-07	2010-12-07	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/171	171	172.jp2	/theater/image/172.jp2
chc51410000800003001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141													chc5141000080	chc51410000800003001.tif			Text	image/tiff							48411576 Bytes	2541	6348	632353380	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000800003001.tif		2010-12-07	2010-12-07	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/172	172	173.jp2	/theater/image/173.jp2
chc51410000800004001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141													chc5141000080	chc51410000800004001.tif			Text	image/tiff							46917696 Bytes	2468	6334	3895552436	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000800004001.tif		2010-12-07	2010-12-07	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/173	173	174.jp2	/theater/image/174.jp2
chc51410000800005001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141													chc5141000080	chc51410000800005001.tif			Text	image/tiff							48562268 Bytes	2539	6373	4106367024	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000800005001.tif		2010-12-07	2010-12-07	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/174	174	175.jp2	/theater/image/175.jp2
Program of the production "Vestido de novia" (Bride's gown)							Oraá, Rolando															Theater -- Cuba; Plays	Theater Programs			1964	1960-1970	Havana (Cuba)			1 program, 5 pages; 12 x 26.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 8; Folder No. 23; Folder Title: Vestido de novia: programs, 1964					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5141000080				Text	image/tiff																2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/175	175	176.cpd	/theater/image/176.cpd
chc51410000640001001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141													chc5141000064	chc51410000640001001.tif			Text	image/tiff							133758712 Bytes	5223	8535	3220829757	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000640001001.tif		2010-12-07	2010-12-07	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/176	176	177.jp2	/theater/image/177.jp2
chc51410000640002001																																		University of Miami Libraries. Cuban Heritage Collection.	Herberto Dumé Papers	CHC5141													chc5141000064	chc51410000640002001.tif			Text	image/tiff							133287488 Bytes	5212	8523	2138564583	RGB	8 Bits Per Sample	3 Samples Per Pixel	chc51410000640002001.tif		2010-12-07	2010-12-07	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/177	177	178.jp2	/theater/image/178.jp2
Program for the production "Candida", 1978							Betancourt, Guido															Theater -- Cuba; Plays	Theater programs			1978	1970-1980	New York (New York);			1 program, 2 pages; 21.5 x 35.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Herberto Dumé Papers	CHC5141	Series I: Works, n.d., 1953-1998	Box No. 1; Folder No. 20; Folder Title: Candida (Cuba): programs, 1953, 1964					DPR; SR; AXR			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5141000064				Text	image/tiff																2013-04-09	2013-04-09	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/178	178	179.cpd	/theater/image/179.cpd
