Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Povenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter: September 22, 1970: Márquez-Sterling, Carlos: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1970-09-22						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: C. Correspondents M-Q.	Box No.: 2, Folder Title: Márquez-Sterling, Carlos: Correspondence from Fulgencio Batista.									Text					chc51550004590001001		34814.165 KB	5176	7304	0x6C8E613B	RGB	24 Bit-depth	600 dpi	chc51550004590001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/37	37	204.jp2	/chc5155/image/204.jp2
Letter: July 3, 1973: Alonso Pujol, Guillermo: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1973-07-03						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Alonso Pujol, Guillermo: Correspondence from Fulgencio Batista.									Text					chc51550000200001001		30334.311 KB	5232	6664	0x269CD15E	RGB	24 Bit-depth	600 dpi	chc51550000200001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/38	38	8.jp2	/chc5155/image/8.jp2
Letter to Israel Rivero, November 12, 1963: Mujal Barniol, Eusebio: Correspondence to Fulgencio Batista		Pizzi de Porras, Enrique			This document references:  chc51550005550001001		Correspondence		1963-11-12						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: C. Correspondents M-Q.	Box No.: 3, Folder Title: Mujal Barniol, Eusebio: Correspondence to Fulgencio Batista.									Text					chc51550005560001001		15763.979 KB	5352	3312	0x7AE2C1BF	RGB	24 Bit-depth	600 dpi	chc51550005560001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/39	39	245.jp2	/chc5155/image/245.jp2
Letter: Estoril, [Portugal], December 8, 1964: Martínez, Vicente: Correspondence from Fulgencio Batista					This document references:  chc51550008330001001		Correspondence		1964-12-08						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: E. Other Correspondents. Sub-sub-series: 3. Journalists and Writers.	Box No.: 4, Folder Title: Martínez, Vicente: Correspondence from Fulgencio Batista.									Text					chc51550008320001001		34358.29 KB	5224	7224	0x704C412C	RGB	24 Bit-depth	600 dpi	chc51550008320001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/40	40	357.jp2	/chc5155/image/357.jp2
Letter: Miami, Florida, April 12, 1966: Gómez Carbonell, María: Correspondence to Fulgencio Batista							Correspondence		1966-04-12						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Gómez Carbonell, María: Correspondence to Fulgencio Batista.									Text					chc51550003520001001		35802.963 KB	5328	6768	0x90FBBD12	RGB	24 Bit-depth	600 dpi	chc51550003520001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/41	41	167.jp2	/chc5155/image/167.jp2
War veterans honor Camela Zaldivar monument in Parque La Huira, Banes, Cuba			Rivero Studio			Zaldivar de Batista, Carmela<br>Batista y Zaldívar, Fulgencio, 1901-1973 -- Family	Group portraits		ca. 1948			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: H. Photographs - The Batista Family. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Zaldívar, Carmela: Monuments.									Image					chc51550010020001001		30022.718 KB	6280	5120	0x5CAEC10E	RGB	24 Bit-depth	600 dpi	chc51550010020001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/42	42	458.jp2	/chc5155/image/458.jp2
Letter: Funchal, [Portugal], August 27, 1960: Chao Hermida, Francisco: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1960-08-27						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Chao Hermida, Francisco: Correspondence from Fulgencio Batista.									Text					chc51550001820001001		32308.702 KB	5472	6736	0xE9C0B5F5	RGB	24 Bit-depth	600 dpi	chc51550001820001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/43	43	83.jp2	/chc5155/image/83.jp2
Enconado debate en el Foro Hispano: Baguer Marty, Miguel: Correspondence to Fulgencio Batista							Newspaper articles		ca. 1966						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Baguer Marty, Miguel: Correspondence to Fulgencio Batista.									Text					chc51550001130001001		5795.696 KB	2688	1976	0x7A9132CA	RGB	24 Bit-depth	600 dpi	chc51550001130001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/44	44	54.jp2	/chc5155/image/54.jp2
Coronel Fulgencio Batista on horseback: "El Coronel Batista, jefe del Ejército"						Batista y Zaldivar, Fulgencio, 1901-1973	Facsimiles<br>Portrait photographs		ca. 1936-1939			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista y Zaldívar, Fulgencio: Portraits.									Image					chc51550009160001001		32023.078 KB	5496	7000	0xB67E45D2	RGB	24 Bit-depth	600 dpi	chc51550009160001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/45	45	393.jp2	/chc5155/image/393.jp2
Letter to Spruille Braden, Estoril, [Portugal], April 15, 1965		Batista y Zaldivar, Fulgencio, 1901-1973					Correspondence		1965-04-15				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: D. Correspondents R-Z.	Box No.: 3, Folder Title: Rocafort, Blas M.: Clipings, Correspondence by others, Documents.									Text					chc51550007230001001		33308.129 KB	5248	6824	0xCD1A5C73	RGB	24 Bit-depth	600 dpi	chc51550007230001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/46	46	303.jp2	/chc5155/image/303.jp2
Fulgencio Batista hugging Justo Luis del Pozo, Alcalde de la Habana, Cuba						Batista y Zaldivar, Fulgencio, 1901-1973<br>Pozo y del Puerto, Justo Luis del	Group portraits		ca. 1950-1958			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista Y Zaldívar, Fulgencio: Groups.									Image					chc51550009590001001		48369.398 KB	5776	7192	0xAAEF5997	RGB	24 Bit-depth	600 dpi	chc51550009590001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/47	47	430.jp2	/chc5155/image/430.jp2
Letter: Estoril, [Portugal], February 28, 1970: Alonso Pujol, Guillermo: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1970-02-28						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Alonso Pujol, Guillermo: Correspondence from Fulgencio Batista.									Text					chc51550000080001001		33511.44 KB	5280	7176	0x338CC416	RGB	24 Bit-depth	600 dpi	chc51550000080001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/48	48	3.jp2	/chc5155/image/3.jp2
Letter: August 14, 1971: Padilla, Marta: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1971-08-14						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: E. Other Correspondents. Sub-sub-series: 3. Journalists and Writers.	Box No.: 4, Folder Title: Padilla, Marta: Correspondence from Fulgencio Batista.									Text					chc51550008490001001		31339.373 KB	5296	6672	0x72592074	RGB	24 Bit-depth	600 dpi	chc51550008490001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/49	49	364.jp2	/chc5155/image/364.jp2
Letter: New York, New york, January 4, 1968: Berenson, Lawrence: Correspondence to Fulgencio Batista					This document references:  chc51550001480001001<br>chc51550001490001001		Correspondence		1968-01-04				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Berenson, Lawrence: Correspondence to Fulgencio Batista.									Text					chc51550001470001001		31304.881 KB	5424	6816	0xFB70FDBE	RGB	24 Bit-depth	600 dpi	chc51550001470001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/50	50	73.jp2	/chc5155/image/73.jp2
Habla Fulgencio Batista sobre las causas de su renuncia a la Presidencia de Cuba y sobre la situación de su país		Lefranc, Justo					Clippings (Books, newspapers, etc.)		1972-07-10						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Atorresagasti García, Manuel: Clippings, Correspondence by others.									Text					chc51550000670001001		63371.523 KB	6816	9328	0x5B0CCEF2	RGB	24 Bit-depth	600 dpi	chc51550000670001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/51	51	29.jp2	/chc5155/image/29.jp2
Fulgencio Batista, Andrés Domingo y Morales, and Richard Nixon						Batista y Zaldivar, Fulgencio, 1901-1973<br>Domingo y Morales del Castillo, Andre&#769;s Antonio, 1892-1979<br>Nixon, Richard M. (Richard Milhous), 1913-	Group portraits		ca. 1955			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista y Zaldívar, Fulgencio: Official Events and Visits.									Image					chc51550009900001001		24376.598 KB	6324	4845	0xACA72277	RGB	24 Bit-depth	600 dpi	chc51550009900001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/52	52	449.jp2	/chc5155/image/449.jp2
Most think Demos will pick Hube					Reference: The Miami News (May 27, 1968)		Newspaper articles		1968-05-27				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Guerra Suárez, Florencio: Correspondence to Fulgencio Batista.									Text					chc51550004200001001		23069.085 KB	6628	3695	0x601AF4CD	RGB	24 Bit-depth	600 dpi	chc51550004200001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/53	53	193.jp2	/chc5155/image/193.jp2
Letter: Estoril, [Portugal], September 14, 1962: Elizalde, Leopoldo Pío: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1962-09-14						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Elizalde, Leopoldo Pío: Correspondence from Fulgencio Batista.									Text					chc51550002300001001		37817.518 KB	5288	7320	0x4DBFA156	RGB	24 Bit-depth	600 dpi	chc51550002300001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/54	54	101.jp2	/chc5155/image/101.jp2
Letter to Mario Barrera, Miami, Florida, January 2, 1965		Batista, Rubén<br>Fernández Miranda, Roberto					Correspondence		1965-01-02						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Fernández Miranda, Roberto: Correspondence by others, Documents.									Text					chc51550002950001001		40635.728 KB	5496	6920	0xC5C06A61	RGB	24 Bit-depth	600 dpi	chc51550002950001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/55	55	140.jp2	/chc5155/image/140.jp2
Declaración del Consejo Ejecutivo de la AFL-CIO sobre boicot a la Cuba comunista		AFL-CIO					Proclamations		1965-02-27						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Atorresagasti, Manuel: Documents.									Text					chc51550000990001001		31864.987 KB	5304	6752	0x2FE83D02	RGB	24 Bit-depth	600 dpi	chc51550000990001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/56	56	48.jp2	/chc5155/image/48.jp2
Letter: Estoril, [Portugal], March 31, 1962: Fernández Camus, Emilio: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973			This document references:  chc51550002490001001<br>chc51550002500001001<br>chc51550002510001001		Correspondence		1962-03-31						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Fernández Camus, Emilio: Correspondence from Fulgencio Batista.									Text					chc51550002480001001		37086.502 KB	5368	7224	0x7C30D5D9	RGB	24 Bit-depth	600 dpi	chc51550002480001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/57	57	113.jp2	/chc5155/image/113.jp2
Fulgencio Batista with Vice-President Richard Nixon and American Ambassador Arthur Gardner						Batista y Zaldivar, Fulgencio, 1901-1973<br>Nixon, Richard M. (Richard Milhous), 1913-1994<br>Gardner, Arthur, 1889-1967	Group portraits		ca. 1952-1956			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista Y Zaldívar, Fulgencio: Groups.									Image					chc51550009630001001		17657.173 KB	5152	3240	0xBB9409A6	RGB	24 Bit-depth	600 dpi	chc51550009630001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/58	58	433.jp2	/chc5155/image/433.jp2
Mensaje		Batista y Zaldivar, Fulgencio, 1901-1973			This document references:  chc51550003770001001		Announcements		ca. 1972						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: González Puente, José: Correspondence from Fulgencio Batista.									Text					chc51550003780001001		35116.758 KB	5152	7232	0x6CAF2997	RGB	24 Bit-depth	600 dpi	chc51550003780001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/59	59	176.jp2	/chc5155/image/176.jp2
