Title	Translated Title	Photographer	Contributor	Summary	Note	Subject	Theme	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Iglesia Catedral de Camagüey	Cathedral in Camagüey				Written on front: "#73"	Cathedrals -- Cuba; Church buildings -- Cuba; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 22; Folder Title: Camagüey: Churches.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004100001001	Image	image/tiff	Epson	Photoshop		162.6 KB	604	768	0xEF3A3041		24 bit	600 dpi	50170004100001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1298	1298	1671.jpg	chc50179\50170004100001001.tif	/chc5017/image/1671.jpg
American wheel plough on Ceballos town						Plows; Blockhouses; Agriculture -- Cuba; Ceballos (Cuba); Ciego de Ávila (Cuba);		Photographs				Ciego de Ávila (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 2; Folder Title: Agriculture, n.d., 1905-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000120001001	Image	image/tiff	Epson	Photoshop		266.616 KB	973	768	0x611CD288		24 bit	600 dpi	50170000120001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1299	1299	1282.jpg	chc50178\50170000120001001.tif	/chc5017/image/1282.jpg
Bumboats, Havana Harbor					Written on front: "Bco. 420 A". Written on verso: "Muelle . . . Caballero. San Pedro y O'Reilly."	Boats and boating -- Cuba; Harbors -- Cuba -- Havana; Ships -- Cuba; Havana (Cuba)		Photographs			1900-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 13; Folder Title: Ships & Boats, n.d., 1890s-1920s,1990s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000970001001	Image	image/tiff	Epson	Photoshop		292.652 KB	986	768	0xBA2CF30A		24 bit	600 dpi	50170000970001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1300	1300	1364.jpg	chc50178\50170000970001001.tif	/chc5017/image/1364.jpg
Marble bench at the Plaza de la Fraternidad, Havana					Written on recto: "Secretaría de Obras Públicas, Negociado de Calles y Parques. No. 8693, Jun 20-29" Embossed stamp on recto: "Library of Manuel R. Bustamante" (donor). Written on verso: "Frontispiece, Nov. 1930." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Parks -- Cuba -- Havana; Benches; Marble; Havana (Cuba)		Photographs		1929-06-20	1920-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 3; Folder Title: Parks, n.d., 1929-1931.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002800001001	Image	image/tiff	Epson	Photoshop		289.828 KB	999	768	0xE2D7AC9F		24 bit	600 dpi	50170002800001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1301	1301	1543.jpg	chc50179\50170002800001001.tif	/chc5017/image/1543.jpg
Demonstration in front of the José Martí monument, at the Revolution Plaza, Havana						Demonstrations; Politics and culture -- Cuba; Cuba -- Politics and government -- 1959-1990; Havana (Cuba)		Photographs		1959	1950-1960	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 17; Folder Title: Havana, 1900s-1960s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001210001001	Image	image/tiff	Epson	Photoshop		274.025 KB	974	768	0x95D2A2FF		24 bit	600 dpi	50170001210001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1302	1302	1387.jpg	chc50178\50170001210001001.tif	/chc5017/image/1387.jpg
Morro Castle, Havana					Written on front: "Havana, Cuba. Bajos de San Telmo."	Castillo del Morro (Havana, Cuba); Fortification -- Cuba --Havana; Harbors -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 36; Folder Title: Havana Harbor, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002290001001	Image	image/tiff	Epson	Photoshop		216.929 KB	978	768	0xEFA57999		24 bit	600 dpi	50170002290001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1303	1303	1492.jpg	chc50178\50170002290001001.tif	/chc5017/image/1492.jpg
Girl standing in courtyard, Havana, Cuba					Written on verso: "Patio in Havana on the Malecón", "Sumner W. Matteson."	Dwellings -- Cuba -- Havana; Patios -- Cuba; Children -- Cuba; Havana (Cuba)		Photographs				Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 28; Folder Title: Dwellings, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001680001001	Image	image/tiff	Epson	Photoshop		273.264 KB	1023	733	0xAFF7E2BC		24 bit	600 dpi	50170001680001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1304	1304	1432.jpg	chc50178\50170001680001001.tif	/chc5017/image/1432.jpg
Virgin of Soledad in Soledad Church, Camagüey					Written on recto: "The Virgen of Soledad Church- Camagüey." Interior of Iglesia Nuestra Señora de la Soledad, Camagüey.	Mary, Blessed Virgin, Saint; Cathedrals; Churches buildings; Icons; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 22; Folder Title: Camagüey: Churches.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004140001001	Image	image/tiff	Epson	Photoshop		204.697 KB	628	768	0xAA341A30		24 bit	600 dpi	50170004140001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1305	1305	1675.jpg	chc50179\50170004140001001.tif	/chc5017/image/1675.jpg
Spanish bullfighting ring, Havana, Cuba						Bullfights -- Cuba; Havana (Cuba)		Photographs				Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	II. Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No.: 1 Folder No.: 17 Folder Title: Havana. Folder Date: 1900s-1960s	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001170001001	Image	image/tiff	Epson	Photoshop		274.891 KB	1002	768	0x504DD6A6		24 bit	600 dpi	50170001170001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1306	1306	1383.jpg	chc50178\50170001170001001.tif	/chc5017/image/1383.jpg
S.S. 'Lady Sybil' unloading nitrate of soda in Havana harbor					Written on verso: "S.S. 'Lady Sybil' unloading nitrate of soda in Havana harbor"	Ships -- Cuba; Harbors -- Cuba -- Havana; Chile saltpeter; Havana (Cuba)		Photographs				Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 13; Folder Title: Ships & Boats, n.d. 1890s-1920s, 1990s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001030001001	Image	image/tiff	Epson	Photoshop		244.787 KB	1023	700	0x95EA7BAD		24 bit	600 dpi	50170001030001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1307	1307	1369.jpg	chc50178\50170001030001001.tif	/chc5017/image/1369.jpg
Estación Central Agronómica de Cuba showing main building and part of campus		Potter, C. F.			Embossed stamp on recto: "Library of Manuel R. Bustamante" (donor)	Santiago de las Vegas, Cuba. Estación Central Agronómica; Research facilities -- Cuba; Santiago de las Vegas (Cuba)		Panoramic photographs			1900-1920	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 9; Folder Title: Santiago de las Vegas.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005530001001	Image	image/tiff	Epson	Photoshop		169.78 KB	1023	427	0xFA1CC00D		24 bit	600 dpi	50170005530001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1308	1308	1813.jpg	chc501710\50170005530001001.tif	/chc5017/image/1813.jpg
Cuevas de Bellamar, Matanzas	Bellamar Caves, Matanzas				Stamp on verso: "Views of Matanzas and Vicinity for Sale Here. Calisto Ruiz de Castro: Headquarters PRK AK. Cameras and Photographic Suppliers of All Kinds -- Matanzas."	Bellamar Caves (Matanzas, Cuba); Caves -- Cuba; Matanzas (Cuba)		Photographs				Matanzas (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 16; Folder Title: Matanzas (Province): Cuevas de Bellamar.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005850001001	Image	image/tiff	Epson	Photoshop		318.701 KB	980	768	0x934A1EBE		24 bit	600 dpi	50170005850001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1309	1309	1845.jpg	chc501710\50170005850001001.tif	/chc5017/image/1845.jpg
Side view of old Church showing statuary work over entrance door					Written on verso: "Used 1920." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Streets -- Cuba -- Havana; Sculpture -- Cuba; Church buildings; Havana (Cuba) -- Churches; Havana (Cuba)		Photographs		1920	1920-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 8; Folder Title: Streets, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003190001001	Image	image/tiff	Epson	Photoshop		191.747 KB	673	768	0x525378BF		24 bit	600 dpi	50170003190001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1310	1310	1582.jpg	chc50179\50170003190001001.tif	/chc5017/image/1582.jpg
Sanatorio La Esperanza					Written on front: "Typical 4 room cottage. 8 like this."	Hospitals -- Cuba -- Havana; Sanatoriums; Havana (Cuba);		Photographs				Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 37; Folder Title: Hospitals, n.d., 1920s-1930.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002360001001	Image	image/tiff	Epson	Photoshop		322.449 KB	952	768	0xB0E05076		24 bit	600 dpi	50170002360001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1311	1311	1499.jpg	chc50179\50170002360001001.tif	/chc5017/image/1499.jpg
Area located next to San Salvador de la Punta fortress					Notation affixed to photograph by Manuel R. Bustamante (donor) reads: "Zona inmediata al Castillo de San Salvador de la Punta"	Fortification -- Cuba -- Havana; Castillo de San Salvador de la Punta (Havana, Cuba); Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 32; Folder Title: Forts and Fortifications: Castillo de la Punta, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001980001001	Image	image/tiff	Epson	Photoshop		373.84 KB	1023	677	0x35EB9018		24 bit	600 dpi	50170001980001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1312	1312	1461.jpg	chc50178\50170001980001001.tif	/chc5017/image/1461.jpg
View of motor power used in phosphate fertilizer factory					Written on verso: "Used 1921." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Fertilizer industry; Phosphate industry; Phosphatic fertilizers; Motors; Factories; Agricultural laborers; Cuba		Photographs		1921	1920-1930	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 9; Folder Title: Phosphate Industry, 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000820001001	Image	image/tiff	Epson	Photoshop		203.96 KB	558	768	0x71607466		24 bit	600 dpi	50170000820001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1313	1313	1349.jpg	chc50178\50170000820001001.tif	/chc5017/image/1349.jpg
Obispo Street, Havana						Calle del Obispo (Havana, Cuba); Streets -- Cuba -- Havana; Storefronts; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 8; Folder Title: Streets, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003150001001	Image	image/tiff	Epson	Photoshop		316.18 KB	941	768	0x9214DAD4		24 bit	600 dpi	50170003150001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1314	1314	1578.jpg	chc50179\50170003150001001.tif	/chc5017/image/1578.jpg
Inner protected walls of the Morro Castle, Havana						Castillo del Morro (Havana, Cuba); Fortification -- Cuba -- Havana; Castles; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 33; Folder Title: Forts and Fortifications: Castillo del Morro, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002070001001	Image	image/tiff	Epson	Photoshop		266.535 KB	961	768	0xB0098DBF		24 bit	600 dpi	50170002070001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1315	1315	1470.jpg	chc50178\50170002070001001.tif	/chc5017/image/1470.jpg
Casino Campestre, Camagüey					Written on recto: "No 67. Casino Campestre."	Parks -- Cuba; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photographic postcard	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No.; 2 Folder No. 21; Folder Title: Camagüey, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003760001001	Image	image/tiff	Epson	Photoshop		315.236 KB	1023	652	0xD2008FDB		24 bit	600 dpi	50170003760001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1316	1316	1637.jpg	chc50179\50170003760001001.tif	/chc5017/image/1637.jpg
Dutch steamer 'Redondo' in Havana with cargo of nitrate of soda					Written on verso: "Used 1921." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Ships -- Cuba; Steamboats; Cargo ships; Chile saltpeter; Dutch -- Cuba -- History;		Photographs		1921	1920-1930	Cuba	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 13; Folder Title: Ships & Boats, n.d., 1890s-1920s, 1990s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000990001001	Image	image/tiff	Epson	Photoshop		412.721 KB	1023	748	0x25A6CB6A		24 bit	600 dpi	50170000990001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1317	1317	1366.jpg	chc50178\50170000990001001.tif	/chc5017/image/1366.jpg
Cabbage palm					Written on verso: "Cabbage Palm.  Not always an indication of poor land. Confused with saw palmetto."	Palms -- Cuba; Trees -- Cuba;		Photographs				Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 11; Folder Title: Plants, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000910001001	Image	image/tiff	Epson	Photoshop		179.696 KB	557	768	0xED97E70		24 bit	600 dpi	50170000910001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1318	1318	1358.jpg	chc50178\50170000910001001.tif	/chc5017/image/1358.jpg
San Francisco de Paula, Havana, Cuba					Photograph of the American Photo Co., Havana.	Railroads -- Cuba; San Francisco de Paula (Havana, Cuba); Palms; Havana (Cuba)		Landscape photographs				Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 3; Folder Title: San Francisco de Paula.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005210001001	Image	image/tiff	Epson	Photoshop		381.459 KB	1017	768	0x13001AC8		24 bit	600 dpi	50170005210001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1319	1319	1781.jpg	chc501710\50170005210001001.tif	/chc5017/image/1781.jpg
