Title	Watch Video	Speaker	Host	Summary	Subjects	Publisher	Date	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Program	Rights	Copyright	Digital ID	Format	Type	Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Mervyn Morris reads poems from “On Holy Week” (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_R01_02_onholyweek.rm	Morris, Mervyn		Jamaican poet Mervyn Morris reads a sequence of dramatic poems entitled “On Holy Week”: "Prologue by the Maker," "Jesus in Gethsemane," "Judas," "Pilate's Wife," "Pilate," "Peter," "Soldiers," "Simon of Cyrene," "A Woman Named Mary," "Jesus on the Road," "Malefactor (Left),” "Malefactor (Right)," "Centurion," "Mary (Mother)," "John," "Joseph of Arimathaea," "Mary Magdalene," and "Thomas."	Jesus Christ -- Poetry; Mary Magdalene, Saint -- Poetry; Joseph, of Arimathea, Saint -- Poetry; Caribbean literature; Literature video; Jamaican poetry; Christian poetry, Jamaican; Judas Iscariot -- Poetry; Pilate, Pontius, 1st cent. -- Poetry; Religious poetry	University of Miami English Department	1993	13 min 13 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 1. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_R01_02_onholyweek.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1144	1144	1201.jpg	/cwsi/image/1201.jpg
Kim Robinson-Walcott reads "The Red Dress" (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P08_05_walcott.rm	Robinson-Walcott, Kim		Dr. Kim Robinson-Walcott, editor of The Jamaica Journal, reads from a story called "The Red Dress." A woman tries to keep her husband interested by working out, losing weight, and wearing a sexy red dress, but their marriage dies. Then she is attracted by another man and finds she must lose weight again. When she gets to join him at a conference reception, she hopes her interest in him is reciprocated.	Caribbean literature; Literature video; Jamaican fiction; Erotic stories; Man-woman relationships -- Fiction; Divorced women -- Fiction; Weight loss -- Fiction; Dresses -- Fiction; Beauty, Personal -- Fiction; Parties -- Fiction	University of Miami English Department	1996	14 min 55 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P08_05_walcott.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1145	1145	1366.jpg	/cwsi/image/1366.jpg
Fred D'Aguiar reads from The Longest Memory (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P05_01_introduction.rm	D'Aguiar, Fred, 1960-	Paquet, Sandra Pouchet	Dr. Sandra Paquet of the University of Miami English Dept. introduces Guyanese writer Fred D'Aguiar, who reads an excerpt from his novel, The Longest Memory, which is set in 1810 Virginia and tells the story of a rebellious, intelligent young slave and his father, who inadvertently betrays him. The father narrates, describing his family and his feelings of guilt over the death of his son.	D'Aguiar, Fred, 1960-; Literature video; Caribbean literature; Guyanese fiction; Guilt -- Fiction; Authors, Guyanese; Slaves -- Fiction; Fathers and sons -- Fiction	University of Miami English Department	1996	5 min 55 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 5. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P05_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1146	1146	1358.jpg	/cwsi/image/1358.jpg
Margaret Gill reads her poetry (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P09_07_gill.rm	Gill, Margaret		Margaret Gill, a lecturer in the Faculty of Humanities at the University of the West Indies, Cave Hill, Barbados, reads her poetry: an unnamed poem, "Baby," "Cane Season," "Jail Politics," "Poem for a Migrant Worker," "Ramaje," "Education," and "Alternative Feminist."	Caribbean literature; Literature video; Poets -- Poetry; Sugarcane -- Poetry; Political poetry; Cubans -- Poetry; Dialect poetry; Humorous poetry; Migrant labor -- Poetry; Erotic poetry; Education -- Poetry; Sleeping Beauty (Tale) -- Poetry; Barbadian literature	University of Miami English Department	1996	8 min 26 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 9. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P09_07_gill.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1147	1147	1378.jpg	/cwsi/image/1378.jpg
Garfield Ellis reads (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P10_02_ellis.rm	Ellis, Garfield, 1960-		Jamaican writer Garfield Ellis reads an excerpt from a work in progress, in which a teenager works with his father on their stony farm but dreams of making a better life for himself.	Caribbean literature; Literature video; Jamaican fiction; Fathers and sons -- Fiction; Farmers -- Fiction	University of Miami English Department	1994	14 min 16 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P10_02_ellis.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1148	1148	1255.jpg	/cwsi/image/1255.jpg
Geoffrey Philp reads his poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P07_06_poemset5.rm	Philp, Geoffrey		Jamaica-born Miami author Geoffrey Philp reads his poetry: "Una Carta Para Ana" and "Neptune" (written after hearing that a boat had sunk off the coast of Haiti).	Caribbean literature;Literature video;Jamaican poetry;Fathers -- Poetry;Death -- Poetry	University of Miami English Department	1995	5 min 19 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 7. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P07_06_poemset5.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1149	1149	1307.jpg	/cwsi/image/1307.jpg
Opal Palmer Adisa reads from Traveling Women (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P02_07_traveling.rm	Adisa, Opal Palmer, 1954-		Jamaican author Opal Palmer Adisa reads poems from Traveling Women: "My Works Speaks to Those Other Women," "Let Them Laugh" (which she wrote to show schoolchildren how to write poetry; it is partly sung), and "Jazz Me."	Caribbean literature; Literature video; Jamaican poetry; Women -- Poetry; Jazz -- Poetry	University of Miami English Department	1995	5 min 56 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P02_07_traveling.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1150	1150	1273.jpg	/cwsi/image/1273.jpg
Angie Cruz reads her fiction (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P11_07_best.rm	Cruz, Angie		Angie Cruz, of a first- and second-generation Dominican family living in Washington Heights, New York, reads four unnamed pieces of fiction.	Caribbean literature; Literature video; Humorous fiction; Christmas stories; Family -- Fiction; Pregnancy -- Fiction; Mentally ill women -- Fiction	University of Miami English Department	1996	14 min 36 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 11. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P11_07_best.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1151	1151	1391.jpg	/cwsi/image/1391.jpg
Lisa Burdige reads "The Grief of Isaac" (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P14_02_burdige.rm	Burdige, Lisa		Lisa Burdige of Springfield Technical and Community College reads a short story called "The Grief of Isaac," a vivid interpretation of the Biblical story of Abraham, about the relationship between a woman named Isaac and a man named Abraham.	Caribbean literature; Literature video; Man-woman relationships -- Fiction; Erotic stories; Abraham (Biblical patriarch) -- Fiction; Sacrifice -- Fiction	University of Miami English Department	1991	4 min 30 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 14. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P14_02_burdige.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1152	1152	1132.jpg	/cwsi/image/1132.jpg
Sasenarine Persaud, question and answer session (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P04_13_questions.rm	Persaud, Sasenarine		Guyana-born Canadian poet Sasenarine Persaud answers questions from the audience about the Hindu gods and about writing short stories. Sandra Paquet winds up the session.	Caribbean literature; Literature video; Kali (Hindu deity); Gods, Hindu	University of Miami English Department	1995	4 min 03 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P04_13_questions.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1153	1153	1291.jpg	/cwsi/image/1291.jpg
Lorna Goodison reads "Some Things You Do Not Know About Me" (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P04_02_somethings.rm	Goodison, Lorna		Jamaican writer Lorna Goodison reads a poem from her collection entitled To Us, All Flowers Are Roses: "Some Things You Do Not Know About Me." The reading is held at Books and Books bookstore in Miami Beach.	Caribbean literature; Literature video; Jamaican poetry	University of Miami English Department	1996	3 min 37 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Poetry and fiction readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P04_02_somethings.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1154	1154	1355.jpg	/cwsi/image/1355.jpg
Geoffrey Philp reads his poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P07_05_poemset4.rm	Philp, Geoffrey		Jamaica-born Miami author Geoffrey Philp reads his poetry: "Packing Sod," "Tamarind Tide," "Last Will," "Heirlooms," and "Exile."	Caribbean literature; Literature video; Jamaican poetry; Sea poetry; Hurricane Andrew, 1992 -- Poetry	University of Miami English Department	1995	6 min 49 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 7. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P07_05_poemset4.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1155	1155	1306.jpg	/cwsi/image/1306.jpg
Sasenarine Persaud reads "On Becoming, Thinking: Returning to Miami" (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P04_08_onbecoming.rm	Persaud, Sasenarine		Guyana-born Canadian poet Sasenarine Persaud reads his poem "On Becoming, Thinking: Returning to Miami."	Caribbean literature; Literature video; Guyanese poetry; Clouds -- Poetry	University of Miami English Department	1995	4 min 18 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P04_08_onbecoming.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1156	1156	1286.jpg	/cwsi/image/1286.jpg
Ana Lydia Vega reads "Solutions, Inc." (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P01_04_solutions.rm	Vega, Ana Lydia, 1946-		Ana Lydia Vega reads part of "Solutions, Inc.", a story from her book True and False Romances. The story is about an agency run by women to punish wayward husbands. One day a client comes in who claims that her husband is so perfect that she wishes them to arrange a marital crisis.	Caribbean literature; Literature video; Puerto Rican fiction; Domestic fiction; Humorous fiction; Wives -- Fiction; Husbands -- Fiction; Married people -- Fiction	University of Miami English Department	1995	7 min 13 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 1. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P01_04_solutions.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1157	1157	1265.jpg	/cwsi/image/1265.jpg
Zee Edgell reads from Beka Lamb (1992)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1992/1992_R01_02_bekalamb1.rm	Edgell, Zee		Belizean novelest Zee Edgell reads the first chapter of her award-winning novel, Beka Lamb. Set in Belize, Central America, this book chronicles a few months in the life of 14-year-old Beka and her family. After Beka wins an essay contest, she begins reminiscing about her victory over her bad habit of lying, her friend Toycie, and the events surrounding Toycie's death.	Teenage girls -- Fiction; Caribbean literature; Literature video; Belizean literature	University of Miami English Department	1992	11 min 21 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 1. Readings in Caribbean literature, 1992		http://merrick.library.miami.edu/digitalprojects/copyright.html	1992_R01_02_bekalamb1.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1158	1158	1163.jpg	/cwsi/image/1163.jpg
Robert Antoni reads from Blessed Is The Fruit (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P03_02_antoni.rm	Antoni, Robert, 1958-		University of Miami professor of Caribbean studies and award-winning novelist Robert Antoni reads an excerpt (which he calls "Soup") from his novel Blessed Is The Fruit, in which two young West Indian women, one black and one white, live together and become friends. The passage is narrated by Vel, the black servant, remembering a sad time in her life.	Caribbean literature; Literature video; Women -- West Indies -- Fiction	University of Miami English Department	1996	21 min 35 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 3. Poetry and fiction readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P03_02_antoni.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1159	1159	1350.jpg	/cwsi/image/1350.jpg
