Title	Translated Title	Variant Title	Uniform Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	IBISWEB Link	Call No.	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Date Digital	Original Source	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 80																																	asc9999000045	asc99990000450080001		Index to Localities  MIAMI BEACH  PROMINENT   RESIDENTS.  ILLUSTRATIONS,    ETC.  PAGES  27    .    .  Belle Isle     ....  19    ...........    . Biscayne Waterway   .  ^  Flamingo Drive  25  Flamingo Hotel     .    .  7    ...........    . Golden   Beach   .    .    .  14-15  Indian Creek Drive  JJU?-    •    •    •    •  Indian Creek Golf Club  20-21-52  LaGorce Golf Course  14  Pancoast Lake .    .    .  22-23-50  Nautilus       .    .  MAP  PAGES  . . 57  . 53-55  . 53-55  . . 57  See over  . 55  See over  . . 53  . . 55  .    53-55  OCEAN FRONTS  10  53-55-57  See  Bakers Haulover   Bath  Club      Collins  Park 55        Cooks  Casino   nr*  11-49-51-52 Firestone Estate   over  53  Gulf Stream  57  53  Apartments    ....... S3  5f    '  Indian Creek Apartments    . •     ■    .    .    . oo  6~u  Lummus Park  ....   r?  11  Pancoast  Hotel      ..,,....'■  rJ  54  Sea-Shore Court Apartments .    .                                                ' rr  —  Shore Park Hotel .    .   £j  6-7-46  Sunny Isles .    .  57  8"9      •  Surf Club     ..."  ?f™\5^  Palm and Hibiscus Islands  16-17-18-19-51  Pine Tree Drive  26-27-29-56-58     /   . Star Island ..'..]]  25  Sunset Lake  27 Venetian  Isles  . . 47  See over  . . 61  . 53-55  . . 57  . 53-55  See over  63  65  MIAMI        Bayshore          —      Biscayne Boulevard Shopping Center   34-35    ...........    Brickell Avenue 67  —     Buena Vista 65  3-36-37-68 Cliff-Hammock 69  4-5-40-41 -72-74 Coconut  Grove 75  42 Coral  Gables See over  70 Deering, James, Estate 71  34-66     DOWNTOWN 67   Entrada 75       Little River .63  Botanical  Gardens     .    63       .    .    ,    .    Matheson Estate   (Key Biscayne)     .......    A .    See over  .    .    .    ,    .    .    .    .    .    .    Miami Shores 63  .    .    .    .    .    .    .    .    ,    .    Miramar     65  32-33-35-64   .    .    . North  East 65  34-35-37     Point View 67  —    ............    Riviera Botanical Gardens See over  38-39-70     Silver Bluff 71  —- Shadowiawn 65  —     Shenandoah        71  76    ....... Solarium,  Miami See over  31-33-62 Washington  Place 63  4-72  72 .  30-31  34   .  code map see the reverse side of this page 	Text	image/tiff						109232553 Bytes	5129	7099	3386155695	RGB	8	600	asc99990000450080001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1586	1586	1587.jp2	/pamphlets/image/1587.jp2
Page 81																																	asc9999000045	asc99990000450081001		Legend: a, b, c, Etc.  To readily locate districts with names of prominent  waterfront residents, or maps of Districts, please  turn back to pages with corresponding key letters.  UNE -^  JGOLDEN  Ibeach  (SUNNY  'ISLES  1 SURF CLU8  BAKERS  HAU10Y6R..  OCEAN  BEACH  HEIGHTS  BATH CLUB  2-BOTAN.CAL   GARDENS   AND   NURSERIES   OF   THE   RIVIERA   LANDSCAPE   COMPANY 	Text	image/tiff						104484246 Bytes	5049	6898	2019341872	RGB	8	600	asc99990000450081001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1587	1587	1588.jp2	/pamphlets/image/1588.jp2
Along greater Miami's sun-sea-ara : a register of prominent residents whose fine homes adorn the water frontage of the greater Miami area				Sterns, Frank F.		A guide to the many attractions for the tourist in the Miami area		Miami (Florida) -- Description and travel; Miami (Florida) -- Guidebooks	Tourism; Promotional materials	F.F. Stearns	1932	1930-1940	Miami-Dade County (Florida)			1 book (76 p. ill.); 31 cm	eng		University of Miami Libraries. Special Collections	Special Collections Books	ASC9999			http://catalog.library.miami.edu/record=b1293135~S11	F319.M6 S7 1932				jmc			http://merrick.library.miami.edu/digitalprojects/copyright.html	asc9999000045				Text	image/tiff															2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1588	1588	1589.cpd	/pamphlets/supp/1588/index.pdf
Page 1																																	asc9999000017	asc99990000170001001		MIAMI  M   E   T   R   0        D   L   I   !  OF   THE   TROPICS 		image/tiff						36977928 Bytes	2364	5214	3272876063	RGB	8	600	asc99990000170001001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1589	1589	1590.jp2	/pamphlets/image/1590.jp2
Page 2																																	asc9999000017	asc99990000170002001		TV T77  mill  |/i/*^/7l O   mfmmmlmm•!" ~  NORTHERN   LJMiT  SUB-TROPICAL ZONE  Mil  mil  IAMI   I  PREVAILING ^ v     ^  SOUTHEAST ^*   X ^ X  Toanp-WINOS    . *»      1  COMPARATIVE TEMPERATURES  Of World Famous Resorts  Winter  Pau, France  42  Pisa, Italy  44  Nice, France  48  Mentone, France  48  Rome, Italy    .    .    .    .    . . .    .    . 49  Cairo, Egypt   .    .    .    .    .... 54  Malaga, Spain  55  Algiers, Morocco     ...... 56  Los Angeles, Calif  56  Naples, Italy  58  MIAMI, FLORIDA  68  56  59  60  60  60  70  65  66  62  61  75  MIAMI  H  £  ^  METROPOLIS  OF  THE  TROPICS  ..../fsa/l&l Zks&&gt;uh./ 		image/tiff						74433438 Bytes	4669	5314	382909472	RGB	8	600	asc99990000170002001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1590	1590	1591.jp2	/pamphlets/image/1591.jp2
Page 3																																	asc9999000017	asc99990000170003001		ynicLmilh.  li-euyiote:  IV-LlAMI'S first sunseekers came by fishing-schooner,  horseback, wagon—any way to get here. Spurred by mere  rumors and hearsay evidence of a land that was warm all  winter—where the sun shone almost continuously—they  gladly endured discomfort and privation to reach Miami.  Weather Bureau statistics and years of world-wide fame  have confirmed triumphantly those first rumors about  South Florida's matchless climate. Today rail, air, water  and highway transportation have reduced the trip to Miami  to a few pleasant hours. And the bountiful facilities of  America's only "Metropolis of the Tropics" have enabled  thousands to play in the sun every winter at no more  expense than they would have incurred at home.  All you need, then, is Time—in order to play, rest or work  where it's summer all winter; where it's cool all summer;  where healthful outdoor sports are available in widest  variety; where cultural advantages match those of your  "home town"; where there's fun to be had, places to go,  things to do every golden day and silvery night; and  where, day after day, all winter, every winter, it's warm.  All you need is time—a week, a year or the rest of your  life! It can be done. To help you plan, this booklet will  try to show you how and why tens of thousands come South  to the sunshine—to the golden sunshine of Miami, on duty  all winter long with its priceless gifts of health and happiness, free to all who will accept them.  Playing in "june"  all winter long  People live out-of-doors here.  It's "June" all winter long. And  the endless variety of ways to  play under the sun keeps you  busy deciding how many kinds  of health-building, life-extending  pleasure you can crowd into  every exciting day. Below is a  brief summary of only a few of  Miami's available midwinter  pastimes for both young and old.  EIGHT beautiful courses in the Miami area provide  ample facilities. Four of them are public; and the  remaining four private courses extend a hospitable  welcome to visitors.  EXTENSIVE courts maintained in six public parks  are augmented by many private courts. There are  lighted courts for night play.  LAYOUTS for horseshoes, shuffle-board, checkers,  chess, roque, bowling-on-the-green and other park  sports are maintained by Miami's efficient recreation  department. They offer mild exercise and friendly  companionship to the thousands of old and young  people who prefer them to more vigorous activities.  bathing EIGHT miles of ocean beach assure a place on the  sand for everyone—and everyone goes! You change  to bathing suits at home, thus dispensing with bath  houses at the beach. Water temperature remain about  70    all year.  RIDING     MANY fine stables, plenty of tropic bridle paths   and that's a combination riding enthusiasts make no  attempt to resist in Miami!  bowling OUTDOORS and in, night and day, bowling is  widely popular in Miami. There are dozens of alleys,  frequented by young and old. "Leagues" are organized to sharpen competition.  boating GREEN and blue waters of the Gulf Stream and  Biscayne Bay are among the finest anywhere for  sailing in winter—which accounts for the world's  greatest concentration of pleasure craft in Miami's  harbor each season. Complete facilities for boats and  boating are available. The inland waterway from  Maine to Miami affords safe passage for yachts.  GOLF  TENNIS  PARK  SPORTS 		image/tiff						74433438 Bytes	4669	5314	2809722549	RGB	8	600	asc99990000170003001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1591	1591	1592.jp2	/pamphlets/image/1592.jp2
Page 4																																	asc9999000017	asc99990000170004001		^aXacLe.  ■ot  S  PORTS history is made in Miami. It's here you'll see  the action behind this winter's headlines. Big-time football  in the great new Roddey Burdine Stadium, climaxed by  the famous "Orange Bowl" game on New Year's. News  makers of golf, lured by some of the richest tournament  stakes offered anywhere. Lipton Trophy and Miami-Nassau  Sailing Races—regattas galore. Thoroughbreds thundering down the stretches of world-renowned Hialeah and  Tropical Park race tracks. Tennis, Jai-Alai, Swimming,  Dog Racing, all the rest of it—all championship calibre,  all at the top in their fields. Spectacular action, Big Names,  thrill after thrill for those down here in the nation's grandstand seats on the wintertime "front row!" Football spectacles; golf champions on palm-lined fairways; roar of  motor aloft, ashore and over tropic bay and sea. There's  exictement in the very air. Miami is thrill headquarters,  as witness the list of events on the opposite page, scheduled for this winter.  But photographs, lists and descriptions cannot provide  sound effects, color,action. They can't show you the throngs  of carefree people laughing, shouting, cheering, having  fun in a tropical paradise whose sparkle and charm are  famous around the world, yours to enjoy when you come!  1938  19 3 9  SPORTS   CALENDAR  SEPT. 27 - MARCH 26—Winter  Series,, Miami Yacht Club Sailing Regatta.  SEPT. 30-NOV. 24—Football,  University of Miami.  NOV. 25-30—Miami Biltmore  Thanksgiving Golf Tournament.  OCT. 10—Metropolitan Miami Woman's Golf Association  Championship Tournament.  DEC. 1—Ice Sports at Coliseum.  DEC. 1—Dog Racing Season Opens.  DEC. 16 - 18—Fifteenth Annual Miami Open $10,000 Golf  Tournament.  DEC. 19 - JAN. 10—Tropical Park Horse Racing Meet.  DEC. 26—Annual North - South High School Football  Game.  DEC. 27 - APRIL 10—Jai-Alai, World's Fastest Game, at  Biscayne Fronton.  JAN. 2—Orange Bowl Football Classic—Ted Husing Announcing.  JAN. 6-8—Eleventh Annual Miami All-American Air  Maneuvers.  JAN. 11 - MAR. 4—Hialeah Park Horse Racing Meet.  JAN. 15 - APR. 16—Fourth Annual Metropolitan Miami  Fishing Tournament.  JAN. 18 - 22—Miami Biltmore Men's Amateur Golf Tournament.  JAN. 31 - FEB. 3—Mid-Winter Amateur Golf Tournament.  FEB. 3-7—Miami Biltmore Women's Golf Tournament.  FEB. 11—Eleventh Annual Sir Thomas Lipton Challenge  Cup Sailing Race.  FEB. 14—Sixth Annual Miami-Nassau Ocean Sailing Race.  FEB. 19-25—Annual "Sunburn Dinghy" Regatta.  FEB. 20—Miami Biltmore Seniors Golf Tournament.  FEB. 27 - MAR. 2—Dixie Amateur Golf Tournament.  MAR. 4—Widener Challenge Cup, Hialeah Park, $50,000  Added.  MID-MARCH—Biscayne Bay Speedboat Regatta.  MAR. 5-8—Sixteenth Annual International Four-Ball Golf  Matches.  MAR. 6 - APR. 8—Tropical Park Spring Horse Racing  Meet. 8  MAR. 15—Florida State Sailboat Championship Race.  APR. 1-10—Florida State Amateur Golf Tournament. 		image/tiff						74433438 Bytes	4669	5314	1999078786	RGB	8	600	asc99990000170004001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1592	1592	1593.jp2	/pamphlets/image/1593.jp2
Page 5																																	asc9999000017	asc99990000170005001		I  T'S more than "fish-talk." Marlin run from a hundred  to five or six hundred pounds. Sailfish usually average  around fifty. Tarpon—Silver Kings of hinterland river and  bay—often weigh more than one hundred pounds. Thirty  and forty pound kingfish are the rule rather than the exception. Three-foot turtles. Seventeen-foot rays. Ten-foot  sharks. Four-foot amber jack. But there isn't room for facts  and figures on all 653 varieties in local waters!  No need to invest hundreds of dollars in costly equipment.  You can catch plenty of good fish from causeways, docks,  bridges and seawalls with any old rod and reel. Thousands  are doing it right now. And you needn't bring any tackle  on charter boat trips. Everything is furnished by guides.  In addition to the blue fish, mackerel, snapper, grouper,  pompano and other excellent "eatin' " fish, there's always  the likelihood that you'll hook into some of the curious  bright-hued tropical specimens you've seen back home  only in acquaria or natural history books.  Excursions to the Gulf Stream for sailfish, dolphin, barracuda, marlin. Trips to the Keys for everything—including  octopus, if you insist. Out Tamiami Trail to the Everglades  for freshwater varieties.  Come and see for yourself. They won't keep you waiting,  once you're here!  Fishing for everyone  v*  If you're a seasoned angler you'll  get a kick out of the big fishing  tournaments held each season. If  you prefer to "just fish," this is  the kind of lazy, timeless place  you'll like. Expert or amateur, if  you like to catch fish, come to Miami! And you'll find a complete  selection of tackle in Miami's fine sports shops if  prefer to fish with your own equipment.  you  what 653 VARIETIES, from 600-pound Marlin to 1-  willyou pound Mackerel.  Big ones in the Gulf Stream in-  have? elude: Sailfish, Marlin, Tuna, Kingfish, Amberjack,  Barracuda. "Biggish" ocean and bay varieties: Mack-  eral, Grouper, Snapper, Pompano, Trout, Bluefish.  Fresh water:  Tarpon, Bass, Robalo.  charter  WORLD'S largest, best-equipped fleet of sport fish-  boats     ing boats for charter docks at Miami Yacht Basin.  All you need to bring is your lunch. Everything else  is provided on the boats.  trained   THEY  know  fishing—where  to  go,  bait  to  use,  guides    tides, etc. They furnish complete equipment, tackle,  instructions   —   even   entertaining   stories   between  strikes!   They   are   the   inventors   of   many   fishing  techniques now being  used everywhere.  NO license is required for salt water fishing. Special  licenses for fresh water fishing are $1.75 and may be  obtained at City Hall.  principal GULF Stream—20 minutes off shore, reached only  fishing by boat. Ocean Pier—lighted for night fishing. The  grounds Surf—anywhere on the beach. Biscayne Bay—fished  from boats, bridges, docks, causeways, fishing platforms, sidewalks, etc. The Keys—via boat or car.  Inland Waters—via Tamiami Trail or other highways.  fishing SAILFISH and most others are caught all year  seasons   around.  That is because the Gulf Stream keeps the  water at an even  temperature,  reducing  migration.  Some fish,  however,  bite better in certain  periods.  Best Tuna fishing is March through June.  Tarpon  seem to be hungrier in spring and summer. Marlin  (Swordfish) April through June. 		image/tiff						74433438 Bytes	4669	5314	2600601287	RGB	8	600	asc99990000170005001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1593	1593	1594.jp2	/pamphlets/image/1594.jp2
Page 6																																	asc9999000017	asc99990000170006001		Friendly cultural  and social life  Miami's well-rounded facilities for the entertainment of  her visitors are not all of the  "play-time" type. Those who  by choice or necessity do not  indulge in strenuous pastimes  will still find plenty to engage  their attention. Listed briefly  here are some of the important factors in Miami's social,  IkovJiand  and on-e.  :   I :  :    i • ■ : ■  M,  .ETROPOLITAN MIAMI provides a full variety of  social and recreational advantages. Her churches, theatres,  concerts, musicales, lectures, clubs and art galleries are  ranked with those of any large city. No person of wide and  varied interests needs suffer a lack of "food for the soul."  Miami's friendly informality often permits closer contact  with visiting world - leaders in arts, sciences and letters  than would be possible in a more formal atmosphere.  These typical evidences of cosmopolitanism are augmented  by many not found elsewhere. Miami's proximity to South  America has fostered the growth of a large Latin American Colony and made her an important center for Pan  American relations. Visitors find social contacts and interchange of ideas with this circle stimulating and enjoyable.  Miami's unique Civic Centre brings together sectional  groups in State Clubs from all parts of the country for  the renewing of "back home" ties.  Among these many friendly, interesting groups the visitor  will find new companions with whom to enjoy the thousand and one diversions of this Metropolis of the Tropics.  cultural and religious life.  CHURCHES 91 CHURCHES, including almost all denominations, welcome visitors to their services, social programs and community activities.  WOMEN'S MIAMI women's clubs are among the most active  clubs and influential groups in the city. Many important  civic improvements originated among these progressive social, civic and professional organizations.  Local charities have benefited tremendously from  their activities. Visitors are made welcome at meetings, programs, and social gatherings.  PUBLIC     MIAMI'S public libraries, staffed by competent spec-  LIBRARIES ialists, offer a complete range of books including all  well-received current novels. More than 32,000 volumes are listed. Specialized research may be done at  the University of Miami.  state      YOU will find others from your own state in the  CLUBS      State Clubs whose "get togethers" are open to visitors.   Those   interested   are   requested   to   register   at  Miami Chamber of Commerce,  Civic Centre Building, on arrival.  "three     ONLY those past seventy may join this unique club  SCORE      f°r active "oldsters." With their sprightliness step-  andten"   ped-up   by   Miami's   warm,   rejuvenating   sunshine,  club       they arrange their own dances, outings, entertainment  and lectures—keep  interested and occupied  all  year  long. The club maintains its own clubhouse.  bay        GREAT outdoor theatre seating 6,000, surrounded  front     by tropical trees of beautiful Bayfront Park.  Scene  amphi-     of almost nightly entertainment,  including  splendid  theatre   concerts, recitals, plays, tableaux, lectures and operas.  Most  Amphitheatre   attractions   are   offered   at   low  cost or free of charge. 		image/tiff						74433438 Bytes	4669	5314	3416291403	RGB	8	600	asc99990000170006001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1594	1594	1595.jp2	/pamphlets/image/1595.jp2
Page 7																																	asc9999000017	asc99990000170007001		Iflod-a'iat-B  ~UaCCL±LOVL  1  J  M.  .IAMI is a large city specializing in providing food,  lodging, convenience and entertainment for a million visitors per year. That is Big Business! And it explains why  living costs, which would have to be exceptionally high in  a small resort, are about the same in Miami as those prevailing in a comparable non-resort city. "Mass-production"  does it—quantity buying, assurance of a large "market,"  all the factors that permit progressive lowering of prices  as the "volume of sales" increases.  Facilities for approximately 150,000 visitors at a time are available in the Miami area, assuring a wide choice. Rates naturally  favor those who plan a longer stay on the same principles that  allow "wholesale" rates in merchandise. Rates and prices quoted  here are, of necessity, very general. "Minimum" accommodations  usually fill first, and in the peak season, visitors sometimes find  prices slightly higher, not because they are raised but because only  premium accommodations remain. Visitors in November, December, April and May will find plenty of fine accommodations at  minimum  rates,   while  special   "summer  rates"   are  even  lower.  LIVING      COSTS:  Average       Above Average  Single, with bath, daily $3.00     $4.50-$5.00  Double,  with bath, daily    5.00       7.50-   8.50  Minimum rates in smaller hotels are below these average prices  —premium accommodations in the leading hotels slightly higher.  Accommodates Average Above Average  Persons Month Season Month Season  2-3 Rooms 2-3 $50 $300 $65-$100 $350-$500  ,4-5 Rooms 4-6  65  500  75- 125  450-1000  These are approximate "winter season" rates. Summer rates  range up to 33H Per ccnt lower. Many very fine but smaller  "efficiency" apartments may be found at lower rates than shown,  particularly   in   fall   and   spring   months.  Average (Season)    Above Average (Season)  4-5-6 Rooms   ....$400-$    800     $    600-$l,200  (FU1ndHED7-10 Rooms   —  600-1,000       1,000-   1,800  These are approximate "winter season" rates. Summer rates  range up to 33H Per c&lt;?nt lower. Many fine homes may be found  at lower rates than shown, particularly in early fall and spring  months.  Average Above Average  , Breakfast  20c to 25c    25c to 75c  Luncheon   40c to 60c     75c to $1.25  Dinner  50c to 75c $1.00 to $1.50  HOTELS  APARTMENTS  (FURNISHED  AND  EQUIPPED)  HOMES  EQUIPPED)  MEALS  Cafeterias and  Restaurants:  Average  cost   of   "room   and  board"  in  tourist  homes and boarding houses—$ 10 to $ 15 weekly.  Auto Camp Cottages (2-3 persons), $20  to $45 weekly. Trailers, $4 to $7 weekly.  All points within city are accessible by  street car (5c), or bus (10c). Cars to Beach  points, 10c. Buses to Dog Tracks, 10c to 25c.  Buses or cars to Horse Tracks, 35c to 50c.  Auto or boat sightseeing trips, $1.00 up, depending on itinerary. Gasoline, about 21c per  gallon   (state tax included).  Light, inexpensive clothing is worn the year  round. Savings on heavy clothing are considerable among all-winter and permanent residents.  Artificial house heating is so seldom necessary or desirable that fuel bills are negligible.  AMUSEMENT      COSTS:  Public Courses Club Courses  Summer Winter    Summer     Winter  Greens Fees (All day) 50c $1.00  $1.00  $2.50-$3.  Public Courses    Club Courses  Caddy Fares  (Per  18 holes)   75c to $1.00     $1.00  Individual Charter Boats—Party of 4 to 6 persons, average rate $20 to $35 all day. All tackle, bait  and equipment furnished. All-day trips on larger  deep-sea boats, $2.00-$3.00 per person. Ocean Fishing Pier, 40c per person. Bridges, docks and causeways are open to fishermen without charge.  Forty-two courts are located in 6 City Parks,  some free, some making a nominal charge of 10c per  hour. Courts in Henderson Park are also lighted for  night play.  A nominal annual registeration fee of $3.00 entitles visitors to the use of all municipal courts and  equipment, club membership, community buildings  and club rooms.  Football tickets from 75c to $3.30, depending  on game. Softball games, 25c. Boxing arena, 50c,  $1.00, $2.00, depending on program. Wrestling, 25c  Saddle-horse rates are by the hour, usually about  $1.00.  Band concerts are free, as are many other features.  For a few special programs, a nominal admission  charge seldom exceeding 25c is made.  First run movie theatres, 35c-40c matinee;  40c-55c evenings. Neighborhood theatres,20c-  25c matinee; 25c-30c evenings. Virtually all  theatres charge 10c for children, matinee or  evening.  Horse Racing Admission is $1.00 plus tax.  Dog Racing, 25 c.  Many of Miami's most spectacular sights  are public—the arrival and departure of great  South American "Clippers" from Pan American International Airport; sail and speedboat  races in Biscayne Bay, arrival and departure of  great cruise ships and the hundreds of "sightseeing" points of scenic and historic interest.  FISHING  TRIPS  TENNIS  COURTS  PARK  SPORTS  STADIUM  EVENTS  BAYFRONT  PARK 		image/tiff						74153298 Bytes	4669	5294	1428854067	RGB	8	600	asc99990000170007001.tif		2013-08-10	2013-08-10	http://merrick.library.miami.edu:80/cdm/ref/collection/pamphlets/id/1595	1595	1596.jp2	/pamphlets/image/1596.jp2
