Title	Translated Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Seymour Samet, Director, Department of Intergroup Relations and Social Action					American Jewish Committee Biographical Sketch	American Jewish Committee; American Jewish Committee. Miami Chapter; Civil rights -- United States -- History -- 20th century; Metropolitan Dade County (Florida). Community Relations Board; Miami (Florida) -- Race relations; Samet, Seymour, 1912-; United States -- Community Relations Service; Intergroup relations; Social action -- United States	Documents		1968-07	1960-1970		1 document; 3 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 1; Folder Title: Personal Papers: Biography/Resume; Folder Date: 1942-1986						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000001	Text	2012-08-08					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/75	75	76.cpd	/asm0656/image/76.cpd
Page 1																											asm0656000259						asm06560002590001001	image/tiff	118652946 Bytes	5104	7749	1685673076	RGB	8	600	asm06560002590001001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/76	76	77.jp2	/asm0656/image/77.jp2
Page 2																											asm0656000259						asm06560002590002001	image/tiff	118652946 Bytes	5104	7749	2987580825	RGB	8	600	asm06560002590002001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/77	77	78.jp2	/asm0656/image/78.jp2
Page 3																											asm0656000259						asm06560002590003001	image/tiff	118652946 Bytes	5104	7749	4055937163	RGB	8	600	asm06560002590003001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/78	78	79.jp2	/asm0656/image/79.jp2
Page 4																											asm0656000259						asm06560002590004001	image/tiff	118652946 Bytes	5104	7749	405449849	RGB	8	600	asm06560002590004001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/79	79	80.jp2	/asm0656/image/80.jp2
Page 5																											asm0656000259						asm06560002590005001	image/tiff	118652946 Bytes	5104	7749	3992083735	RGB	8	600	asm06560002590005001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/80	80	81.jp2	/asm0656/image/81.jp2
Page 6																											asm0656000259						asm06560002590006001	image/tiff	118652946 Bytes	5104	7749	1504410724	RGB	8	600	asm06560002590006001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/81	81	82.jp2	/asm0656/image/82.jp2
Page 7																											asm0656000259						asm06560002590007001	image/tiff	118652946 Bytes	5104	7749	2763514780	RGB	8	600	asm06560002590007001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/82	82	83.jp2	/asm0656/image/83.jp2
Page 8																											asm0656000259						asm06560002590008001	image/tiff	118652946 Bytes	5104	7749	1636009227	RGB	8	600	asm06560002590008001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/83	83	84.jp2	/asm0656/image/84.jp2
Page 9																											asm0656000259						asm06560002590009001	image/tiff	118652946 Bytes	5104	7749	2758902353	RGB	8	600	asm06560002590009001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/84	84	85.jp2	/asm0656/image/85.jp2
Page 10																											asm0656000259						asm06560002590010001	image/tiff	118652946 Bytes	5104	7749	580183538	RGB	8	600	asm06560002590010001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/85	85	86.jp2	/asm0656/image/86.jp2
Page 11																											asm0656000259						asm06560002590011001	image/tiff	118652946 Bytes	5104	7749	3946953831	RGB	8	600	asm06560002590011001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/86	86	87.jp2	/asm0656/image/87.jp2
Page 12																											asm0656000259						asm06560002590012001	image/tiff	118652946 Bytes	5104	7749	3438609138	RGB	8	600	asm06560002590012001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/87	87	88.jp2	/asm0656/image/88.jp2
Page 13																											asm0656000259						asm06560002590013001	image/tiff	118652946 Bytes	5104	7749	40084658	RGB	8	600	asm06560002590013001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/88	88	89.jp2	/asm0656/image/89.jp2
Page 14																											asm0656000259						asm06560002590014001	image/tiff	118652946 Bytes	5104	7749	1764699636	RGB	8	600	asm06560002590014001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/89	89	90.jp2	/asm0656/image/90.jp2
Page 15																											asm0656000259						asm06560002590015001	image/tiff	118652946 Bytes	5104	7749	2374693813	RGB	8	600	asm06560002590015001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/90	90	91.jp2	/asm0656/image/91.jp2
Page 16																											asm0656000259						asm06560002590016001	image/tiff	118652946 Bytes	5104	7749	3652053185	RGB	8	600	asm06560002590016001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/91	91	92.jp2	/asm0656/image/92.jp2
Page 17																											asm0656000259						asm06560002590017001	image/tiff	118652946 Bytes	5104	7749	2738575451	RGB	8	600	asm06560002590017001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/92	92	93.jp2	/asm0656/image/93.jp2
Page 18																											asm0656000259						asm06560002590018001	image/tiff	118652946 Bytes	5104	7749	4171763870	RGB	8	600	asm06560002590018001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/93	93	94.jp2	/asm0656/image/94.jp2
Page 19																											asm0656000259						asm06560002590019001	image/tiff	118652946 Bytes	5104	7749	1740452567	RGB	8	600	asm06560002590019001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/94	94	95.jp2	/asm0656/image/95.jp2
Page 20																											asm0656000259						asm06560002590020001	image/tiff	118652946 Bytes	5104	7749	1710622496	RGB	8	600	asm06560002590020001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/95	95	96.jp2	/asm0656/image/96.jp2
Page 21																											asm0656000259						asm06560002590021001	image/tiff	118652946 Bytes	5104	7749	121208193	RGB	8	600	asm06560002590021001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/96	96	97.jp2	/asm0656/image/97.jp2
Page 22																											asm0656000259						asm06560002590022001	image/tiff	118652946 Bytes	5104	7749	1167646004	RGB	8	600	asm06560002590022001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/97	97	98.jp2	/asm0656/image/98.jp2
Transcripts of a recorded meeting at the Center for the Study of Democratic Institutions					Written on front page: "as remembered by Seymour Samet"	Samet, Seymour, 1912-; American Jewish Committee; Center for the Study of Democratic Institutions; Community relations	Documents		1964-05	1960-1970	Santa Barbara (California)	1 document; 22 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 4; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: 1964-1969						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000259	Text	2012-08-08					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/98	98	99.cpd	/asm0656/image/99.cpd
Page 1																											asm0656000255						asm06560002550001001	image/tiff	22236296 Bytes	3035	2440	3015288259	RGB	8	600	asm06560002550001001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/99	99	100.jp2	/asm0656/image/100.jp2
Page 2																											asm0656000255						asm06560002550002001	image/tiff	20550532 Bytes	3060	2236	2435969752	RGB	8	600	asm06560002550002001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/100	100	101.jp2	/asm0656/image/101.jp2
Page 3																											asm0656000255						asm06560002550003001	image/tiff	22858884 Bytes	3084	2468	1222315921	RGB	8	600	asm06560002550003001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/101	101	102.jp2	/asm0656/image/102.jp2
Page 4																											asm0656000255						asm06560002550004001	image/tiff	23560328 Bytes	3065	2560	1876981543	RGB	8	600	asm06560002550004001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/102	102	103.jp2	/asm0656/image/103.jp2
Elizabeth Virrick letter to Seymour Samet, May 19, 1960		Virrick, Elizabeth, 1897-1990			Stamped on front: "May 26, 1960"	Samet, Seymour, 1912-; Virrick, Elizabeth, 1897-1990	Correspondence		1960-05-19	1960-1970	Miami (Florida)	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: B. AJC Miami	Box No. 9; Folder No. 4; Folder Title: American Jewish Committee Miami Chapter: Correspondence; Folder Date: 1964-1969						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000255	Text	2012-08-08					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/103	103	104.cpd	/asm0656/image/104.cpd
Page 1																											asm0656000024						asm06560000240001001	image/tiff	63594996 Bytes	3808	5565	1026341977	RGB	8	600	asm06560000240001001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/104	104	105.jp2	/asm0656/image/105.jp2
Page 2																											asm0656000024						asm06560000240002001	image/tiff	61455800 Bytes	3726	5496	2667620521	RGB	8	600	asm06560000240002001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/105	105	106.jp2	/asm0656/image/106.jp2
Page 3																											asm0656000024						asm06560000240003001	image/tiff	63595644 Bytes	3808	5565	2775994991	RGB	8	600	asm06560000240003001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/106	106	107.jp2	/asm0656/image/107.jp2
Page 4																											asm0656000024						asm06560000240004001	image/tiff	62678644 Bytes	3768	5543	824694754	RGB	8	600	asm06560000240004001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/107	107	108.jp2	/asm0656/image/108.jp2
Page 5																											asm0656000024						asm06560000240005001	image/tiff	62072516 Bytes	3747	5520	1444978744	RGB	8	600	asm06560000240005001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/108	108	109.jp2	/asm0656/image/109.jp2
Page 6																											asm0656000024						asm06560000240006001	image/tiff	63258400 Bytes	3796	5553	1708416820	RGB	8	600	asm06560000240006001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/109	109	110.jp2	/asm0656/image/110.jp2
Page 7																											asm0656000024						asm06560000240007001	image/tiff	62949796 Bytes	3772	5561	774750244	RGB	8	600	asm06560000240007001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/110	110	111.jp2	/asm0656/image/111.jp2
Page 8																											asm0656000024						asm06560000240008001	image/tiff	63833040 Bytes	3829	5555	1487847317	RGB	8	600	asm06560000240008001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/111	111	112.jp2	/asm0656/image/112.jp2
Page 9																											asm0656000024						asm06560000240009001	image/tiff	63129608 Bytes	3791	5549	4038061274	RGB	8	600	asm06560000240009001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/112	112	113.jp2	/asm0656/image/113.jp2
Page 10																											asm0656000024						asm06560000240010001	image/tiff	62838788 Bytes	3783	5535	3273492746	RGB	8	600	asm06560000240010001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/113	113	114.jp2	/asm0656/image/114.jp2
Page 11																											asm0656000024						asm06560000240011001	image/tiff	62804540 Bytes	3783	5532	2477581175	RGB	8	600	asm06560000240011001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/114	114	115.jp2	/asm0656/image/115.jp2
Page 12																											asm0656000024						asm06560000240012001	image/tiff	62004956 Bytes	3743	5520	4006928267	RGB	8	600	asm06560000240012001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/115	115	116.jp2	/asm0656/image/116.jp2
Page 13																											asm0656000024						asm06560000240013001	image/tiff	62603924 Bytes	3769	5535	907442823	RGB	8	600	asm06560000240013001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/116	116	117.jp2	/asm0656/image/117.jp2
Dr. Joseph R. Narot, 1913-1980 memorial service					Dr. Joseph R. Narot portrait photograph on inside cover	Narot, Joseph R. ,1913-1980; Memorial service; Temple Israel of Greater Miami, Samet, Seymour, 1912-; Eulogies; Rabbis	Pamphlets; Programs		1980-02-19	1980-1990	Miami (Florida)	1 booklet; 13 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 2; Folder Title: Personal Papers: Brochures; Folder Date: n.d., 1952-1992						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000024	Text	2012-08-08					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/117	117	118.cpd	/asm0656/image/118.cpd
Page 1																											asm0656000070						asm06560000700001001	image/tiff	100980258 Bytes	5100	6600	961625356	RGB	8	600	asm06560000700001001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/118	118	119.jp2	/asm0656/image/119.jp2
Page 2																											asm0656000070						asm06560000700002001	image/tiff	100980258 Bytes	5100	6600	2323112055	RGB	8	600	asm06560000700002001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/119	119	120.jp2	/asm0656/image/120.jp2
Page 3																											asm0656000070						asm06560000700003001	image/tiff	100980258 Bytes	5100	6600	3840233301	RGB	8	600	asm06560000700003001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/120	120	121.jp2	/asm0656/image/121.jp2
Page 4																											asm0656000070						asm06560000700004001	image/tiff	100980258 Bytes	5100	6600	3024437719	RGB	8	600	asm06560000700004001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/121	121	122.jp2	/asm0656/image/122.jp2
Seymour Samet speech, "Desegregation-Current Problems"		Samet, Seymour, 1912-			Written on front: "Southeast Area Director, American Jewish Committee"; "Presented at the Annual Meeting of the National Conference of Jewish Communal Service, Pittsburgh, Pa. May 30, 1959 at the AJCRW Clinic on Current Jewish Community Relations Problems"	Samet, Seymour, 1912-; Speeches, addresses, etc.; American Jewish Committee; Segregation; AJC Jewish Communal Affairs Commission	Documents		1959-05-30	1950-1960	Pittsburgh (Pennsylvania)	1 document; 4 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: I. Personal Papers	Box No. 1; Folder No. 8; Folder Title: Personal Papers: Speeches/Writings; Folder Date: n.d, 1954-1957, 1959, 1962, 1964, 1965, 1967, 1968, 1979, 1982, 1983, 1984, 1987, 1990, 1995						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000070	Text	2012-08-08					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/122	122	123.cpd	/asm0656/image/123.cpd
Page 1																											asm0656000053						asm06560000530001001	image/tiff	43073584 Bytes	2565	5595	4113444029	RGB	8	600	asm06560000530001001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/123	123	124.jp2	/asm0656/image/124.jp2
Page 2																											asm0656000053						asm06560000530002001	image/tiff	83084432 Bytes	4977	5563	2890973410	RGB	8	600	asm06560000530002001.tif		2012-08-14	2012-08-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/124	124	125.jp2	/asm0656/image/125.jp2
