Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
1303 Brickell Avenue, Miami, Florida		Sepia photograph of a house with royal palm trees lining the path.		Architecture, Domestic	Postcards				Florida	Miami-Dade county	Miami		1 b&w postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000310001001	Still Image	image/tiff	1022	698	0xC2D94BCE	24bit color	asm02990000310001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/622	622	624.jpg	/asm0299/image/624.jpg
Miami Biltmore Hotel in Coral Gables, Florida with one of the South's finest and largest swimming pools		The famous pool at the Biltmore Hotel.	."C.T. Art-Colortone, made only by Curt Teich & Co., Inc., Chicago."--Caption on verso. 2A-H1070."	Miami Biltmore Hotel and Country Club; Swimming pools; Hotels; Bathing suits; Family recreation; Tourist attractions	Postcards	Curt Teich and Co.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002920001001	Still Image	image/tiff	1023	667	0x74E2F536	24bit color	asm02990002920001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/623	623	878.jpg	/asm0299/image/878.jpg
Sightseeing boat passing Fred Snite Jr.'s Home, Miami Beach, Fla.		"Nikko-Grayline sightseeing boats are operated daily. They offer four different cruises: North Bay cruise, South Bay cruise, Ft. Lauderdale cruise, and Indian Village cruise." --Caption on verso.	D. C. 274.	Boats and boating; Sightseeing business; Tourism; Snite, Frederick Bernard, 1910-1954 -- Homes and haunts; Architecture, Domestic	Postcards	Gulf Stream Card and Distributing Co.; Curt Teich and Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002490001001	Still Image	image/tiff	1022	663	0x430D5036	24bit color	asm02990002490001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/624	624	838.jpg	/asm0299/image/838.jpg
Pan-American Airways Miami terminal		Aerial view of Pan American's Miami airport at Dinner Key on the Bay.	Thousands of passengers and tons of International Air Mail and Express pass thru this air terminal each year. The great "Clipper Ships" bring Miami within a few days of 32 countries of South and Central America and the West Indies. This is the world's largest International Airport." --Caption on verso. "M27. C.T. Art-Colortone ... made only by Curt Teich & Co., Inc., Chicago." -- Inscription on verso. 8A-H1074.	Airports; Airplanes; Pan American World Airways, Inc.	Postcards;Aerial views	Thomas R. West		1930s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000070001001	Still Image	image/tiff	1022	659	0x19F4F475	24bit color	asm02990000070001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/625	625	600.jpg	/asm0299/image/600.jpg
Fleetwood Hotel, Miami Beach, Florida		Front view of the Fleetwood with fountain in foreground and the surf in the rear.	23337.	Fleetwood Hotel (Miami Beach, Fla.); Hotels; Mediterranean Revival	Postcards	J. N. Chamberlain			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000800001001	Still Image	image/tiff	1022	671	0x28100234	24bit color	asm02990000800001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/626	626	673.jpg	/asm0299/image/673.jpg
Aerial view of Causeway and islands of Biscayne Bay, Miami, Florida		A boat chugs along the Causeway while the Goodyear Blimp floats overhead.	M-148. 3A-H676.	Venetian Causeway (Fla.); Causeways; Islands	Postcards;	Thomas R. West; Curt Teich and Co.			Florida	Miami-Dade county		Venetian Islands	1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001670001001	Still Image	image/tiff	1022	662	0x3316351C	24bit color	asm02990001670001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/627	627	759.jpg	/asm0299/image/759.jpg
Sunny Isles Casino, Miami Beach, Fla.		Visitors pose on the beach in front of the Sunny Isles Casino.	16064.	Casinos; Sunny Isles Casino (Miami Beach, Fla.); Seaside resorts; Beaches	Postcards	J. N. Chamberlain			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002500001001	Still Image	image/tiff	1023	669	0x7405A7CE	24bit color	asm02990002500001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/628	628	839.jpg	/asm0299/image/839.jpg
St. Patrick's Catholic Church and Campanile, Miami Beach, Fla.		Exterior view of the church's white buildings and red roofs, with a large statue of St. Patrick in the Campanile.	D. C. 104.	St. Patrick's Catholic Church (Miami Beach, Fla.); Church buildings	Postcards	Gulf Stream Card and Distributing Co.; Curt Teich and Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002550001001	Still Image	image/tiff	1022	663	0xA3DD353	24bit color	asm02990002550001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/629	629	844.jpg	/asm0299/image/844.jpg
The Georgian		"Oceanfront at Lincoln Road mall - convenient to everything. Friendly and homelike, 104 rooms. Nightly free entertainment - movies, cocktail parties, wiener roasts, dancing. Fresh water pool and private beach. Cocktail lounge, coffee shop. Oceanside dining terrace. Ocean sun deck, roof Solaria, TV lounge. Centrally air conditioned and heatedl. Free radio in every room. Owner operated - hospitality plus."--Caption on verso.	Inscription on verso. Postmark: 1969. 3339.	Georgian Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Swimming pools	Postcards;Aerial views	Hannau-Robinson Color Productions, Inc.		1960s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000900001001	Still Image	image/tiff	502	768	0x4605F0CB	24bit color	asm02990000900001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/630	630	683.jpg	/asm0299/image/683.jpg
The Norman, New Resort Hotel of Distinction, Miami Beach, Florida		"On the Ocean's edge at Fifth St., Miami Beach, Florida. Private bathing beach - Ideal location - Marine Dining Terrace - Salon and Lounge - Dance patio - Recreation room - Roof solarium - Palm Gardens - a new luxurious complete Resort Hotel - Open all year." --Caption on verso.	Inscription on verso. Postmark: Sep 8, 1940.	Norman Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Art deco (Architecture); Art Deco Historic District (Miami Beach, Fla.)	Postcards;Aerial views	Colourpicture Publishers, Inc.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001150001001	Still Image	image/tiff	1023	683	0x5374CA27	24bit color	asm02990001150001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/631	631	707.jpg	/asm0299/image/707.jpg
Hotel Pershing, Miami, Florida		The Hotel Pershing, built in 1918.  "F. M. Brown, Prop.  Absolutely fireproof. European plan." --Caption on verso.	Inscription on verso. Postmark: Jan 9, 1922.	Pershing Hotel (Miami, Fla.); Hotels	Postcards			1920s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001640001001	Still Image	image/tiff	514	768	0x1E9EFCBB	24bit color	asm02990001640001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/632	632	756.jpg	/asm0299/image/756.jpg
This is a picture of Miami Beach, Fla.		Aerial view of Miami Beach parks and sandy beach, with "checklist" of activities for the sender.	Inscription on verso dated Aug. 19, 1932. M-46.	City promotion; Beaches; Humor in advertising; Outdoor recreation	Postcards	Asheville Post Card Co. (Asheville, N.C.)		1930s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002390001001	Still Image	image/tiff	1022	670	0x230191AA	24bit color	asm02990002390001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/633	633	828.jpg	/asm0299/image/828.jpg
Grounds of Vizcaya, the former estate of James Deering.		Aerial view of the Deering estate and the Vizcaya grounds.	Inscription on verso. Postmark: Jan 30, 1924. 31.  25076.	Vizcaya Museum and Gardens (Miami, Fla.); Deering, James, d. 1925 -- Homes and haunts; Architecture -- Spanish influences; Tourist attractions	Postcards;Aerial views	E. C. Kropp Co.		1920s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001920001001	Still Image	image/tiff	1023	665	0x1D95B1C3	24bit color	asm02990001920001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/634	634	784.jpg	/asm0299/image/784.jpg
Mermaids are plentiful at Venetian Pool, Coral Gables, Florida		Women pose with arms lifted as though ready to dive into the Venetian pool.	On verso: C. T. American Art colored. 2598-30. M-118.	Tourist attractions; Swimming pools; Venetian Pool (Coral Gables, Fla.)	Postcards	Thomas R. West; Curt Teich and Co.			Florida	Miami-Dade county	Coral Gables		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coral Gables.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002970001001	Still Image	image/tiff	1023	671	0x2A36CA02	24bit color	asm02990002970001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/635	635	882.jpg	/asm0299/image/882.jpg
The curious Traveler's Palm of Florida		An image of the Traveler's tree (Ravenala madagascariensis, of the bird-of-paradise family) among coconut palms on the Florida coast.	"Florida is the winter playground of the nation. No weather conditions have consideration here, for the winter skies are always smiling and December breezes are as balmy as May." --Caption on verso."Tichnor quality views." 65149. 185.	Trees; Palms	Postcards	Tichnor Bros., Inc.			Florida				1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Florida.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002100001001	Still Image	image/tiff	1023	649	0x9CECE02	24bit color	asm02990002100001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/636	636	801.jpg	/asm0299/image/801.jpg
Whitehall - H.M. Flagler residence		Four children pose outside the iron fence of Whitehall, Henry Flagler's home.	In 1901, Flagler married his third wife, Mary Lily Kenan. Their estate, Whitehall -- known as "the Taj Mahal of North America" -- was built as a wedding present to Mary Lily in 1902 by architects John Carrère and Thomas Hastings. Today, Whitehall is a National Historic Landmark and is open to the public as the Henry Morrison Flagler Museum. On verso: "N2413."	Whitehall Estate (Palm Beach, Fla.); Architecture, Domestic; Flagler, Henry Morrison, 1830-1913 -- Homes and haunts	Postcards	Albertype Co.			Florida	Palm Beach county	Palm Beach		1 b&w postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002020001001	Still Image	image/tiff	1023	665	0x62BED761	24bit color	asm02990002020001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/637	637	793.jpg	/asm0299/image/793.jpg
Royal Palm Hotel on the Ocean, Miami Beach Florida		Later renovated by architecture team Arquitectonica as the Royal Palm Crowne Plaza Resort, this hotel includes the restored Royal Palm Hotel and the Shorecrest Hotel, both dating to the 1930s, which were integrated into a single beachfront property.	"On the Ocean between 15th and Lincoln Road." --Caption on verso. 12,716. Postmark: Aug 5, 1948.	Royal Palm Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Beaches; Art deco (Architecture); Art Deco Historic District (Miami Beach, Fla.)	Postcards;Aerial views	Colourpicture Publishers, Inc.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001350001001	Still Image	image/tiff	1023	679	0x14886CF5	24bit color	asm02990001350001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/638	638	727.jpg	/asm0299/image/727.jpg
