Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Two girls in front of a Union Jack flag in San Ignacio, Belize					Item No. 107	Flags -- British; Girls; San Ignacio (Belize)	Photographs				San Ignacio (Belize)	1 b&w photograph; 7.8 x 12.2 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Belize (formerly British Honduras) by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000870001001	Image	2010-11-10	image/tiff				16707492 Bytes	1886	2949	1341059790	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000870001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/39	39	73.jp2	/chc0126/image/73.jp2
Group of tourists in Tela, Honduras					Item No. 128	Tourists; Tela (Honduras)	Photographs				Tela (Honduras)	1 b&w photograph; 6.5 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Honduras by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001080001001	Image	2010-11-10	image/tiff				12737588 Bytes	2656	1596	1634619606	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001080001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/40	40	5.jp2	/chc0126/image/5.jp2
Construction site in Central America					Item No. 140	Construction projects; Central America	Photographs				Central America	1 b&w photograph; 4.5 x 6.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Central America by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001170001001	Image	2010-11-10	image/tiff				5263792 Bytes	1558	1121	2238814469	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001170001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/41	41	61.jp2	/chc0126/image/61.jp2
View of a building by the shore					Item No. 131	Central America; Buildings; Mountains	Photographs				Central America	1 b&w photograph; 6.4 x 9 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Central America by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001100001001	Image	2010-11-10	image/tiff				10005184 Bytes	2150	1548	4200586624	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001100001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/42	42	90.jp2	/chc0126/image/90.jp2
Tools for water and drainage system					Item No. 226	Water-pipes; Drainage; Central America; Sanitary engineering	Photographs				Central America	1 b&w photograph; 6.5 x 8.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Central America by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001420001001	Image	2010-11-10	image/tiff				10015180 Bytes	2135	1560	2540555701	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001420001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/43	43	67.jp2	/chc0126/image/67.jp2
Logs partitioning a river in Belize					Item No. 102	Logs; Rivers; Buildings; Belize City (Belize)	Photographs				Belize City (Belize)	1 b&w photograph; 7.7 x 12.1 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Belize (formerly British Honduras) by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000820001001	Image	2010-11-10	image/tiff				16723400 Bytes	2930	1900	4081717904	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000820001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/44	44	74.jp2	/chc0126/image/74.jp2
Three native girls in Belize					Item No. 78	Streets; Girls; Children; Dwellings; Belize	Photographs				Belize	1 b&w photograph; 8 x 12 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Belize (formerly British Honduras) by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000630001001	Image	2010-11-10	image/tiff				17238824 Bytes	2916	1968	4267846913	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000630001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/45	45	94.jp2	/chc0126/image/94.jp2
Native home in San Antonio Village					Item No. 118; Written on verso: "Indian home in San Antonio (inland from Punta Gorda), British Honduras"; Villa de San Antonio is a municipality in the Honduran department of Comayagua.	Huts; Dwellings; Trees; Trucks; Comayagua (Honduras)	Photographs				Comayagua (Honduras)	1 b&w photograph; 7.3 x 12.1 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Honduras by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000980001001	Image	2010-11-10	image/tiff				16320156 Bytes	2962	1834	98760537	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000980001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/46	46	10.jp2	/chc0126/image/10.jp2
View of Belize River from government rest house at El Cayo					Item No. 105; El Cayo is currently known as San Ignacio	Belize River (Guatemala and Belize); Mountains; San Ignacio (Belize)	Photographs				San Ignacio (Belize)	1 b&w photograph; 7.8 x 12.3 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Belize (formerly British Honduras) - by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000850001001	Image	2010-11-10	image/tiff				16941680 Bytes	2973	1897	819422395	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000850001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/47	47	66.jp2	/chc0126/image/66.jp2
Country scene in Central America					Item No. 144	Country life; Central America; Children; Pack animals (Transportation)	Photographs				Central America	1 b&w photograph; 6.5 x 9 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Central America by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001200001001	Image	2010-11-10	image/tiff				10325688 Bytes	2163	1588	414425894	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001200001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/48	48	60.jp2	/chc0126/image/60.jp2
Jungle near Teresópolis, Brazil					Item No. 12; Teresópolis is a Brazilian municipality located in the state of Rio de Janeiro, in the mountainous region known as Região Serrana.	Jungles -- Brazil; Plants; Teresópolis (Brazil)	Photographs				Teresópolis (Brazil)	1 b&w photograph; 7.2 x 11.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Brazil by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000190001001	Image	2010-11-10	image/tiff				14740272 Bytes	2773	1769	4137274832	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000190001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/49	49	65.jp2	/chc0126/image/65.jp2
View of canal between vegetation					Item No. 7	Canals; Rivers; Trees; Brazil	Photographs				Brazil	1 b&w photograph; 6.6 x 10.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Brazil by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000140001001	Image	2010-11-10	image/tiff				12915784 Bytes	2630	1634	4292928262	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000140001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/50	50	54.jp2	/chc0126/image/54.jp2
Estus H. Magoon (second from left) with others in Rio de Janeiro, Brazil					Item No. 47	Magoon, Estus H.; Rio de Janeiro (Brazil)	Photographs				Rio de Janeiro (Brazil)	1 b&w photograph; 6.6 x 10.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Brazil by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000430001001	Image	2010-11-10	image/tiff				12562340 Bytes	2606	1604	2302167204	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000430001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/51	51	83.jp2	/chc0126/image/83.jp2
Construction of drainage system in Belize					Item No. 70	Drainage; Construction workers; Hose; Belize; Construction projects;	Photographs				Belize	1 b&w photograph; 8 x 11.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Belize (formerly British Honduras) by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000560001001	Image	2010-11-10	image/tiff				17185600 Bytes	2901	1972	3953372946	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000560001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/52	52	41.jp2	/chc0126/image/41.jp2
Construction of drainage system in Central America					Item No. 148	Drainage; Sanitary engineering; Construction projects; Central America; Public works; Public health -- Central America;	Photographs				Central America	1 b&w photograph; 5.4 x 7.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Central America by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001240001001	Image	2010-11-10	image/tiff				7106536 Bytes	1797	1314	607739368	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001240001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/53	53	4.jp2	/chc0126/image/4.jp2
Loading bananas on S.S. Iriona in Puerto Castilla, Honduras					Item No. 112	Bananas; Cargo ships; Docks; Puerto Castilla (Honduras)	Photographs				Puerto Castilla (Honduras)	1 b&w photograph7.6 x 12 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Honduras by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000920001001	Image	2010-11-10	image/tiff				15847068 Bytes	2859	1845	3428891851	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000920001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/54	54	127.jp2	/chc0126/image/127.jp2
Farming machinery					Item No. 153	Farm equipment; Central America	Photographs				Central America	1 b&w photograph; 7 x 12 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Central America by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001290001001	Image	2010-11-10	image/tiff				15442408 Bytes	2939	1749	2245996162	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001290001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/55	55	91.jp2	/chc0126/image/91.jp2
Construction of drainage system in Belize					Item No. 66	Ditches; Drainage; Construction workers; Belize; Construction projects;	Photographs				Belize	1 b&w photograph; 7.1 x 11.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Belize (formerly British Honduras) by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000520001001	Image	2010-11-10	image/tiff				14796652 Bytes	2768	1779	1685187116	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000520001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/56	56	69.jp2	/chc0126/image/69.jp2
View of a factory in Central America					Item No. 151	Factories; Central America; Chimneys	Photographs				Central America	1 b&w photograph; 4.4 x 6.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Central America by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001270001001	Image	2010-11-10	image/tiff				5037672 Bytes	1557	1074	970707573	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001270001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/57	57	52.jp2	/chc0126/image/52.jp2
Construction of drainage system in Belize					Item No. 68	Ditches; Drainage; Construction workers; Belize; Construction projects;	Photographs				Belize	1 b&w photograph; 11.4 x 7 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Belize (formerly British Honduras) by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000540001001	Image	2010-11-10	image/tiff				14450856 Bytes	1747	2753	2657517291	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000540001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/58	58	75.jp2	/chc0126/image/75.jp2
Construction at Copacabana beach, Rio de Janeiro, Brazil					Item No. 43; Written on verso: "Copacabana Beach Rio Brazil"	Construction projects; Construction workers; Copacabana (Rio de Janeiro, Brazil); Beaches; Rio de Janeiro (Brazil)	Photographs				Rio de Janeiro (Brazil)	1 b&w photograph; 6.7 x 11.1 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Brazil by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000390001001	Image	2010-11-10	image/tiff				13193588 Bytes	2692	1631	3421377629	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000390001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/59	59	57.jp2	/chc0126/image/57.jp2
View of sewage canal in Puerto Cortés, Honduras					Item No. 116	Canals; Sewage; Dwellings; Palms; Puerto Cortés (Honduras)	Photographs				Puerto Cortés (Honduras)	1 b&w photograph; 6.7 x 11 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: Honduras by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000960001001	Image	2010-11-10	image/tiff				13220932 Bytes	2673	1646	1977201883	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000960001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/60	60	79.jp2	/chc0126/image/79.jp2
Vegetation blocking canal at Itambi, Brazil					Item No. 25	Rivers; Plants; Canoes; Itaboraí (Brazil)	Photographs				Itaboraí (Brazil)	1 b&w photograph; 6.8 x 11.1 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Brazil by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000270001001	Image	2010-11-10	image/tiff				13109772 Bytes	2652	1645	2405140656	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000270001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/61	61	18.jp2	/chc0126/image/18.jp2
Estus H. Magoon standing next to a cannon at Rio de Janeiro, Brazil					Item No. 42	Magoon, Estus H.; Artillery; Cannons (Weaponry); Rocks; Rio de Janeiro (Brazil)	Photographs				Rio de Janeiro (Brazil)	1 b&w photograph; 6.5 x 10.8 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Brazil by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000380001001	Image	2010-11-10	image/tiff				12848056 Bytes	2636	1622	442017887	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000380001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/62	62	19.jp2	/chc0126/image/19.jp2
Construction of drainage system at Manguinhos, Brazil					Item No. 33	Drainage; Construction projects; Waterworks; Construction equipment; Manguinhos (Rio de Janeiro, Brazil)	Photographs				Manguinhos (Rio de Janeiro, Brazil)	1 b&w photograph; 7 x 11.4 cm.			University of Miami Libraries. Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Brazil by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260000300001001	Image	2010-11-10	image/tiff				14645108 Bytes	2760	1766	2435278354	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260000300001001.tif		2010-12-03	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/63	63	102.jp2	/chc0126/image/102.jp2
