Title	Translated Title	Variation of Title	Uniform Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Edition	ISSN	ISBN	Call Number	OCLC No.	Physical Description	Language	Editor	Attention	References	Donor	Provenance	Copyright	Repository	Collection Title	Collection No.	Container	Series	Object ID	Upload ID	Full text	Digital ID	Directory	Original Source	Type	Format	IBISWEB Catalog Link	Date Digital	Hardware	Software	BitDepth	Resolution	File Size	Width	Height	Checksum	Color Space	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Plate XXI, Ornament in panels on the walls, Hall of the Ambassadors, vol. 2	Ornement dans des panneaux sur les murs, Salle des Ambassadeurs					Plate XXI offers a color illustration of the decorated panels on the walls of the Hall of the Ambassadors		Alhambra (Granada, Spain) -- Hall of the Ambassadors; Decorations; Walls; Paneling	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580026001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2304.275 KB	2350	3600	0xD949DE87	RGB	asc99990000580026001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/25	25	26.jp2	/scbooks/image/26.jp2
Plate XXII, Ornament on the walls, House of Sánchez, vol. 2	Ornement sur les murs, Maison de Sánchez					Plate XXII offers a color illustration of the wall decorations in the House of Sánchez		Alhambra (Granada, Spain) -- House of Sánchez; Decorations; Walls	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580027001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2471.917 KB	2350	3600	0xDD763297	RGB	asc99990000580027001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/26	26	27.jp2	/scbooks/image/27.jp2
Plate XXIII, Spandril of an arch of window, Hall of the Ambassadors, vol. 2	Tympan d'un arc de fenêtre, Salle des Ambassadeurs					Plate XXIII offers a color illustration of a spandril of an arch of a window in the Hall of the Ambassadors		Alhambra (Granada, Spain) -- Hall of the Ambassadors; Decorations; Arches; Windows	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580028001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	1558.288 KB	2350	3600	0x8405DA6E	RGB	asc99990000580028001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/27	27	28.jp2	/scbooks/image/28.jp2
Plate XXIV, Brackets supporting ceiling of the portico, Court of the Lions, vol. 2	Consoles supportant le plafond du portique, Cour des Lions					Plate XXIV offers a color illustration of one of the brackets supporting the ceiling of the portico of the Court of the Lions. See also Plate XXVIII, vol. 1, for more details		Alhambra (Granada, Spain) -- Court of the Lions; Decorations; Brackets; Ceilings	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580029001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	1502.359 KB	2350	3600	0x3ABED793	RGB	asc99990000580029001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/28	28	29.jp2	/scbooks/image/29.jp2
Plate XXV, Small panel in jamb of a window, Hall of the Ambassadors, vol. 2	Petit panneau sur le jambage d'une fenêtre, Salle des Ambassadeurs					Plate XXV offers a color illustration of a panel in jamb of a window in the Hall of the Ambassadors		Alhambra (Granada, Spain) -- Hall of the Ambassadors; Decorations; Windows; Paneling	Drawings; Engravings;								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580030001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	1645.56 KB	2350	3600	0x6FC25C0A	RGB	asc99990000580030001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/29	29	30.jp2	/scbooks/image/30.jp2
Plate XXVI, Small panel in jamb of a window, Hall of the Ambassadors, vol. 2	Petit panneau sur le jambage d'une fenêtre, Salle des Ambassadeurs					Plate XXVI offers a color illustration of a panel in jamb of a window in the Hall of the Ambassadors		Alhambra (Granada, Spain) -- Hall of the Ambassadors; Decorations; Windows;Paneling	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580031001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	1665.97 KB	2350	3600	0xA86584E5	RGB	asc99990000580031001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/30	30	31.jp2	/scbooks/image/31.jp2
Plate XXVII, Small panel in jamb of a window, Hall of the Two Sisters, vol. 2	Petit panneau sur le jambage d'une fenêtre, Salle des Deux Sœurs					Plate XXVII offers a color illustration of a panel in jamb of a window in the Hall of the Two Sisters. See also Plate XV, vol. 1, for more details		Alhambra (Granada, Spain) -- Hall of the Two Sisters; Decorations; Windows; Paneling									NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580032001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	1889.285 KB	3600	2350	0x68AB44E3	RGB	asc99990000580032001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/31	31	32.jp2	/scbooks/image/32.jp2
Plate XXVIII, Frieze in the upper chamber of the House of Sánchez. Cornice at springing of arches, windows of the Hall of the Ambassadors, vol. 2	Frise dans la chambre supérieure de la Maison de Sánchez. Petite corniche à la naissance des arcs, fenêtres de la Salle des Ambassadeurs					Plate XXVIII offers two color illustrations. Top: Frieze in the upper chamber of the House of Sánchez; bottom: Cornice at springing of arches, windows of the Hall of the Ambassadors		Alhambra (Granada, Spain) -- House of Sánchez; Alhambra (Granada, Spain) -- Hall of the Ambassadors; Decorations; Windows; Arches	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580033001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2039.511 KB	2350	3600	0xF7BED822	RGB	asc99990000580033001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/32	32	33.jp2	/scbooks/image/33.jp2
Plate XXIX, Panel in the upper chamber of the House of Sánchez, vol. 2	Panneau dans la chambre supérieure de la Maison de Sánchez					Plate XXIX offers a color illustration of a panel in the upper chamber of the House of Sánchez		Alhambra (Granada, Spain) -- House of Sánchez; Decorations; Paneling	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580034001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2059.033 KB	2350	3600	0x8D12FDCE	RGB	asc99990000580034001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/33	33	34.jp2	/scbooks/image/34.jp2
Plate XXX, Panels on walls, Tower of the Captive, vol. 2	Panneau sur les murs, Cour de la Captive					Plate XXX offers a color illustration of panels on the walls in the Tower of the Captive		Alhambra (Granada, Spain) -- Tower of the Captive; Decorations; Walls; Paneling; Wall panels	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580035001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2575.8 KB	2350	3600	0xDF24FADF	RGB	asc99990000580035001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/34	34	35.jp2	/scbooks/image/35.jp2
Plate XXXI, Ornaments on panels, Hall of the Ambassadors, vol. 2	Ornements dans des panneaux, Salle des Ambassadeurs					Plate XXXI offers color illustrations of decorations on panels in the Hall of the Ambassadors. See also Plate VII, vol. 1, for more details		Alhambra (Granada, Spain) -- Hall of the Ambassadors; Decorations; Paneling	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580036001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2361.637 KB	2350	3600	0x9BA26B97	RGB	asc99990000580036001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/35	35	36.jp2	/scbooks/image/36.jp2
Plate XXXII, Band at springing of arch at the entrance of the Hall of the Two Sisters from the Court of the Lions. Panelling of the centre recess, Hall of the Ambassadors, vol. 2	Bandeau à la naissance de l'arc, á l'entrée de la Salle des Deux Sœurs, côté de la Cour des Lions. Ornement sur les murs de l'alcove du mileu, Salle des Ambassadeurs					Plate XXXII offers two color illustrations. Top: Band at springing of arch at the entrance of the Hall of the Two Sisters from the Court of the Lions; bottom: Paneling of the centre recess, Hall of the Ambassadors		Alhambra (Granada, Spain) -- Hall of the Two Sisters; Alhambra (Granada, Spain) -- Court of the Lions; Alhambra (Granada, Spain) -- Hall of the Ambassadors; Decorations; Paneling; Arches	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580037001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2318.102 KB	2350	3600	0x9150907C	RGB	asc99990000580037001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/36	36	37.jp2	/scbooks/image/37.jp2
Plate XXXIII, Soffit of great arch at the entrance of the Court of the Fishpond, vol. 2	Intrados du grand arc, à l'entrée de la Cour de l'Etang					Plate XXXIII offers a color illustration of the soffit of the great arch at the entrance of the Court of the Fish Pond		Alhambra (Granada, Spain) -- Court of the Fish Pond; Arches; Decorations	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580038001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2231.069 KB	2350	3600	0x92B646B9	RGB	asc99990000580038001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/37	37	38.jp2	/scbooks/image/38.jp2
Plate XXXIV, Soffit of arch, entrance of the Hall of the Abencerrages, vol. 2	Intrados d'arc, à l'entrée de la Salle des Abencerrages					Plate XXXIV offers a color illustration of the soffit of an arch at the entrance of the Hall of the Abencerrages. See also Plate XV, vol. 1, for more details		Alhambra (Granada, Spain) -- Hall of the Abencerrages; Arches; Decorations	Drawings; Engravings								NA387.G64 1842		1 p. ; 69 cm.	eng, fre	oxe														asc99990000580039001		Goury, Jules and Owen Jones. Plans, elevations, sections, and details of the Alhambra, from drawings taken on the spot in 1834 by Jules Goury, and in 1834 and 1837 by Owen Jones : with a complete translation of the Arabic inscriptions, and an historical notice of the kings of Granada from the conquest of that city by the Arabs to the expulsion of the Moors, by Pasqual de Gayangos. London: O. Jones, 1842-1845. Volume II.	Text	image/tiff	Captiva Imaging		Nikon D200	Photoshop CS2	48 bit color	300ppi	2370.285 KB	2350	3600	0x5BE3394E	RGB	asc99990000580039001.tif		2012-04-19	2012-04-19	http://merrick.library.miami.edu:80/cdm/ref/collection/scbooks/id/38	38	39.jp2	/scbooks/image/39.jp2
